"country","month","newcase"
"Mozambique","2020-06",635
"Mozambique","2020-07",975
"Mozambique","2020-08",2052
"Mozambique","2020-09",4812
"Mozambique","2020-10",4141
"Mozambique","2020-11",2832
"Mozambique","2020-12",2941
"Mozambique","2021-01",20012
"Mozambique","2021-02",20696
"Mozambique","2021-03",8229
"Mozambique","2021-04",2338
"Mozambique","2021-05",878
"Mozambique","2021-06",5609
"Mozambique","2021-07",37022
"Myanmar","2020-03",15
"Myanmar","2020-04",136
"Myanmar","2020-05",73
"Myanmar","2020-06",75
"Myanmar","2020-07",54
"Myanmar","2020-08",529
"Myanmar","2020-09",12491
"Myanmar","2020-10",39333
"Myanmar","2020-11",38007
"Myanmar","2020-12",33917
"Myanmar","2021-01",15515
"Myanmar","2021-02",1751
"Myanmar","2021-03",538
"Myanmar","2021-04",383
"Myanmar","2021-05",812
"Myanmar","2021-06",13648
"Myanmar","2021-07",121842
"Namibia","2020-03",11
"Namibia","2020-04",5
"Namibia","2020-05",8
"Namibia","2020-06",181
"Namibia","2020-07",1924
"Namibia","2020-08",5421
"Namibia","2020-09",3715
"Namibia","2020-10",1670
"Namibia","2020-11",1445
"Namibia","2020-12",9561
"Namibia","2021-01",10003
"Namibia","2021-02",4901
"Namibia","2021-03",5294
"Namibia","2021-04",4212
"Namibia","2021-05",7198
"Namibia","2021-06",34368
"Namibia","2021-07",27376
"Nepal","2020-01",1
"Nepal","2020-02",0
"Nepal","2020-03",4
"Nepal","2020-04",52
"Nepal","2020-05",1515
"Nepal","2020-06",11992
"Nepal","2020-07",6207
"Nepal","2020-08",19689
"Nepal","2020-09",38357
"Nepal","2020-10",92926
"Nepal","2020-11",62709
"Nepal","2020-12",27141
"Nepal","2021-01",10366
"Nepal","2021-02",3184
"Nepal","2021-03",3166
"Nepal","2021-04",45878
"Nepal","2021-05",238115
"Nepal","2021-06",77503
"Nepal","2021-07",46868
"Netherlands","2020-02",6
"Netherlands","2020-03",12661
"Netherlands","2020-04",26845
"Netherlands","2020-05",7133
"Netherlands","2020-06",3838
"Netherlands","2020-07",4107
"Netherlands","2020-08",18642
"Netherlands","2020-09",52756
"Netherlands","2020-10",231652
"Netherlands","2020-11",174290
"Netherlands","2020-12",276452
"Netherlands","2021-01",183693
"Netherlands","2021-02",111489
"Netherlands","2021-03",189242
"Netherlands","2021-04",230167
"Netherlands","2021-05",153771
"Netherlands","2021-06",36003
"Netherlands","2021-07",167846
"New Zealand","2020-02",1
"New Zealand","2020-03",646
"New Zealand","2020-04",832
"New Zealand","2020-05",25
"New Zealand","2020-06",24
"New Zealand","2020-07",34
"New Zealand","2020-08",190
"New Zealand","2020-09",96
"New Zealand","2020-10",111
"New Zealand","2020-11",100
"New Zealand","2020-12",103
"New Zealand","2021-01",142
"New Zealand","2021-02",74
"New Zealand","2021-03",123
"New Zealand","2021-04",112
"New Zealand","2021-05",61
"New Zealand","2021-06",69
"New Zealand","2021-07",122
"Nicaragua","2020-03",5
"Nicaragua","2020-04",9
"Nicaragua","2020-05",745
"Nicaragua","2020-06",1760
"Nicaragua","2020-07",1153
"Nicaragua","2020-08",822
"Nicaragua","2020-09",676
"Nicaragua","2020-10",344
"Nicaragua","2020-11",270
"Nicaragua","2020-12",262
"Nicaragua","2021-01",207
"Nicaragua","2021-02",192
"Nicaragua","2021-03",232
"Nicaragua","2021-04",221
"Nicaragua","2021-05",426
"Nicaragua","2021-06",854
"Nicaragua","2021-07",1292
"Niger","2020-03",27
"Niger","2020-04",692
"Niger","2020-05",239
"Niger","2020-06",117
"Niger","2020-07",59
"Niger","2020-08",42
"Niger","2020-09",21
"Niger","2020-10",23
"Niger","2020-11",328
"Niger","2020-12",1775
"Niger","2021-01",1194
"Niger","2021-02",223
"Niger","2021-03",261
"Niger","2021-04",227
"Niger","2021-05",182
"Niger","2021-06",79
"Niger","2021-07",111
"Nigeria","2020-02",1
"Nigeria","2020-03",134
"Nigeria","2020-04",1797
"Nigeria","2020-05",8230
"Nigeria","2020-06",15532
"Nigeria","2020-07",17457
"Nigeria","2020-08",10857
"Nigeria","2020-09",4840
"Nigeria","2020-10",4005
"Nigeria","2020-11",4704
"Nigeria","2020-12",20050
"Nigeria","2021-01",43635
"Nigeria","2021-02",24415
"Nigeria","2021-03",7234
"Nigeria","2021-04",2219
"Nigeria","2021-05",1408
"Nigeria","2021-06",1100
"Nigeria","2021-07",4110
"North America","2020-01",11
"North America","2020-02",38
"North America","2020-03",205990
"North America","2020-04",969410
"North America","2020-05",856532
"North America","2020-06",1067975
"North America","2020-07",2287267
"North America","2020-08",1784524
"North America","2020-09",1505079
"North America","2020-10",2308408
"North America","2020-11",4955478
"North America","2020-12",7133826
"North America","2021-01",7004774
"North America","2021-02",2849723
"North America","2021-03",2211275
"North America","2021-04",2394005
"North America","2021-05",1366855
"North America","2021-06",778436
"North America","2021-07",1549343
"North Macedonia","2020-02",1
"North Macedonia","2020-03",328
"North Macedonia","2020-04",1136
"North Macedonia","2020-05",761
"North Macedonia","2020-06",4108
"North Macedonia","2020-07",4420
"North Macedonia","2020-08",3587
"North Macedonia","2020-09",3636
"North Macedonia","2020-10",13595
"North Macedonia","2020-11",30306
"North Macedonia","2020-12",21451
"North Macedonia","2021-01",9364
"North Macedonia","2021-02",10094
"North Macedonia","2021-03",27235
"North Macedonia","2021-04",22345
"North Macedonia","2021-05",2905
"North Macedonia","2021-06",412
"North Macedonia","2021-07",440
"Norway","2020-02",15
"Norway","2020-03",4626
"Norway","2020-04",3097
"Norway","2020-05",702
"Norway","2020-06",439
"Norway","2020-07",361
"Norway","2020-08",1542
"Norway","2020-09",3245
"Norway","2020-10",6304
"Norway","2020-11",15819
"Norway","2020-12",13417
"Norway","2021-01",13399
"Norway","2021-02",8040
"Norway","2021-03",25073
"Norway","2021-04",16891
"Norway","2021-05",12146
"Norway","2021-06",6200
"Norway","2021-07",5054
"Oceania","2020-01",9
"Oceania","2020-02",17
"Oceania","2020-03",5186
"Oceania","2020-04",3059
"Oceania","2020-05",461
"Oceania","2020-06",745
"Oceania","2020-07",9464
"Oceania","2020-08",9117
"Oceania","2020-09",1452
"Oceania","2020-10",677
"Oceania","2020-11",506
"Oceania","2020-12",747
"Oceania","2021-01",613
"Oceania","2021-02",664
"Oceania","2021-03",5194
"Oceania","2021-04",5659
"Oceania","2021-05",5604
"Oceania","2021-06",5762
"Oceania","2021-07",24230
"Oman","2020-02",6
"Oman","2020-03",186
"Oman","2020-04",2156
"Oman","2020-05",9089
"Oman","2020-06",28633
"Oman","2020-07",39089
"Oman","2020-08",6563
"Oman","2020-09",12863
"Oman","2020-10",15849
"Oman","2020-11",9265
"Oman","2020-12",5168
"Oman","2021-01",5459
"Oman","2021-02",7170
"Oman","2021-03",17722
"Oman","2021-04",34035
"Oman","2021-05",23971
"Oman","2021-06",51321
"Oman","2021-07",26472
"Pakistan","2020-02",4
"Pakistan","2020-03",2114
"Pakistan","2020-04",15996
"Pakistan","2020-05",54346
"Pakistan","2020-06",141010
"Pakistan","2020-07",64835
"Pakistan","2020-08",17544
"Pakistan","2020-09",16957
"Pakistan","2020-10",21164
"Pakistan","2020-11",66512
"Pakistan","2020-12",81696
"Pakistan","2021-01",64250
"Pakistan","2021-02",34937
"Pakistan","2021-03",91566
"Pakistan","2021-04",152588
"Pakistan","2021-05",97305
"Pakistan","2021-06",35584
"Pakistan","2021-07",57419
"Palestine","2020-03",119
"Palestine","2020-04",225
"Palestine","2020-05",104
"Palestine","2020-06",1980
"Palestine","2020-07",9409
"Palestine","2020-08",10892
"Palestine","2020-09",17170
"Palestine","2020-10",13621
"Palestine","2020-11",32127
"Palestine","2020-12",52357
"Palestine","2021-01",20958
"Palestine","2021-02",24650
"Palestine","2021-03",58741
"Palestine","2021-04",54109
"Palestine","2021-05",11888
"Palestine","2021-06",5817
"Palestine","2021-07",2022
"Panama","2020-03",1181
"Panama","2020-04",5351
"Panama","2020-05",6931
"Panama","2020-06",20087
"Panama","2020-07",31706
"Panama","2020-08",27726
"Panama","2020-09",19613
"Panama","2020-10",21003
"Panama","2020-11",32208
"Panama","2020-12",80984
"Panama","2021-01",73589
"Panama","2021-02",20536
"Panama","2021-03",14136
"Panama","2021-04",9525
"Panama","2021-05",13521
"Panama","2021-06",25681
"Panama","2021-07",27776
"Papua New Guinea","2020-03",1
"Papua New Guinea","2020-04",7
"Papua New Guinea","2020-05",0
"Papua New Guinea","2020-06",3
"Papua New Guinea","2020-07",61
"Papua New Guinea","2020-08",387
"Papua New Guinea","2020-09",75
"Papua New Guinea","2020-10",55
"Papua New Guinea","2020-11",67
"Papua New Guinea","2020-12",124
"Papua New Guinea","2021-01",71
"Papua New Guinea","2021-02",424
"Papua New Guinea","2021-03",4716
"Papua New Guinea","2021-04",5006
"Papua New Guinea","2021-05",4913
"Papua New Guinea","2021-06",1188
"Papua New Guinea","2021-07",557
"Paraguay","2020-03",65
"Paraguay","2020-04",201
"Paraguay","2020-05",720
"Paraguay","2020-06",1235
"Paraguay","2020-07",3117
"Paraguay","2020-08",12324
"Paraguay","2020-09",23096
"Paraguay","2020-10",22427
"Paraguay","2020-11",19239
"Paraguay","2020-12",25508
"Paraguay","2021-01",25295
"Paraguay","2021-02",26247
"Paraguay","2021-03",55193
"Paraguay","2021-04",64410
"Paraguay","2021-05",76307
"Paraguay","2021-06",67898
"Paraguay","2021-07",27212
"Peru","2020-03",1065
"Peru","2020-04",35911
"Peru","2020-05",127500
"Peru","2020-06",120737
"Peru","2020-07",122279
"Peru","2020-08",239674
"Peru","2020-09",164602
"Peru","2020-10",88412
"Peru","2020-11",62350
"Peru","2020-12",52607
"Peru","2021-01",123102
"Peru","2021-02",185624
"Peru","2021-03",224944
"Peru","2021-04",250638
"Peru","2021-05",156024
"Peru","2021-06",96596
"Peru","2021-07",52329
"Philippines","2020-01",1
"Philippines","2020-02",2
"Philippines","2020-03",2081
"Philippines","2020-04",6404
"Philippines","2020-05",9598
"Philippines","2020-06",19428
"Philippines","2020-07",55840
"Philippines","2020-08",127465
"Philippines","2020-09",90875
"Philippines","2020-10",69035
"Philippines","2020-11",50901
"Philippines","2020-12",42434
"Philippines","2021-01",51554
"Philippines","2021-02",50734
"Philippines","2021-03",170936
"Philippines","2021-04",290172
"Philippines","2021-05",192841
"Philippines","2021-06",182258
"Philippines","2021-07",149861
"Poland","2020-03",2311
"Poland","2020-04",10566
"Poland","2020-05",10909
"Poland","2020-06",10607
"Poland","2020-07",11295
"Poland","2020-08",21684
"Poland","2020-09",24142
"Poland","2020-10",271217
"Poland","2020-11",628080
"Poland","2020-12",304067
"Poland","2021-01",218507
"Poland","2021-02",193601
"Poland","2021-03",614731
"Poland","2021-04",470425
"Poland","2021-05",80141
"Poland","2021-06",7629
"Poland","2021-07",2415
"Portugal","2020-03",7443
"Portugal","2020-04",17602
"Portugal","2020-05",7455
"Portugal","2020-06",9641
"Portugal","2020-07",8931
"Portugal","2020-08",6940
"Portugal","2020-09",17530
"Portugal","2020-10",65737
"Portugal","2020-11",156782
"Portugal","2020-12",115617
"Portugal","2021-01",306838
"Portugal","2021-02",84046
"Portugal","2021-03",17160
"Portugal","2021-04",14771
"Portugal","2021-05",12600
"Portugal","2021-06",30464
"Portugal","2021-07",77428
"Qatar","2020-02",1
"Qatar","2020-03",780
"Qatar","2020-04",12628
"Qatar","2020-05",43501
"Qatar","2020-06",39178
"Qatar","2020-07",14607
"Qatar","2020-08",8083
"Qatar","2020-09",6982
"Qatar","2020-10",6796
"Qatar","2020-11",6277
"Qatar","2020-12",5001
"Qatar","2021-01",7501
"Qatar","2021-02",12329
"Qatar","2021-03",16300
"Qatar","2021-04",25688
"Qatar","2021-05",11806
"Qatar","2021-06",4613
"Qatar","2021-07",3451
"Romania","2020-02",3
"Romania","2020-03",2242
"Romania","2020-04",9995
"Romania","2020-05",7017
"Romania","2020-06",7713
"Romania","2020-07",23916
"Romania","2020-08",36654
"Romania","2020-09",40032
"Romania","2020-10",113767
"Romania","2020-11",234023
"Romania","2020-12",156901
"Romania","2021-01",96480
"Romania","2021-02",73251
"Romania","2021-03",150809
"Romania","2021-04",102462
"Romania","2021-05",22472
"Romania","2021-06",3055
"Romania","2021-07",1759
"Russia","2020-01",2
"Russia","2020-02",0
"Russia","2020-03",2335
"Russia","2020-04",104161
"Russia","2020-05",299345
"Russia","2020-06",241086
"Russia","2020-07",191532
"Russia","2020-08",153941
"Russia","2020-09",178397
"Russia","2020-10",435468
"Russia","2020-11",669669
"Russia","2020-12",851411
"Russia","2021-01",681001
"Russia","2021-02",390052
"Russia","2021-03",295834
"Russia","2021-04",256521
"Russia","2021-05",262757
"Russia","2021-06",436082
"Russia","2021-07",644785
"Rwanda","2020-03",75
"Rwanda","2020-04",168
"Rwanda","2020-05",127
"Rwanda","2020-06",655
"Rwanda","2020-07",997
"Rwanda","2020-08",2041
"Rwanda","2020-09",777
"Rwanda","2020-10",297
"Rwanda","2020-11",797
"Rwanda","2020-12",2449
"Rwanda","2021-01",6921
"Rwanda","2021-02",3546
"Rwanda","2021-03",2933
"Rwanda","2021-04",3333
"Rwanda","2021-05",1847
"Rwanda","2021-06",12084
"Rwanda","2021-07",27940
"Saint Kitts and Nevis","2020-03",8
"Saint Kitts and Nevis","2020-04",7
"Saint Kitts and Nevis","2020-05",0
"Saint Kitts and Nevis","2020-06",0
"Saint Kitts and Nevis","2020-07",2
"Saint Kitts and Nevis","2020-08",0
"Saint Kitts and Nevis","2020-09",2
"Saint Kitts and Nevis","2020-10",0
"Saint Kitts and Nevis","2020-11",3
"Saint Kitts and Nevis","2020-12",10
"Saint Kitts and Nevis","2021-01",5
"Saint Kitts and Nevis","2021-02",4
"Saint Kitts and Nevis","2021-03",3
"Saint Kitts and Nevis","2021-04",0
"Saint Kitts and Nevis","2021-05",24
"Saint Kitts and Nevis","2021-06",378
"Saint Kitts and Nevis","2021-07",132
"Saint Lucia","2020-03",13
"Saint Lucia","2020-04",4
"Saint Lucia","2020-05",1
"Saint Lucia","2020-06",1
"Saint Lucia","2020-07",6
"Saint Lucia","2020-08",1
"Saint Lucia","2020-09",1
"Saint Lucia","2020-10",51
"Saint Lucia","2020-11",181
"Saint Lucia","2020-12",94
"Saint Lucia","2021-01",842
"Saint Lucia","2021-02",2195
"Saint Lucia","2021-03",848
"Saint Lucia","2021-04",314
"Saint Lucia","2021-05",515
"Saint Lucia","2021-06",229
"Saint Lucia","2021-07",233
"Saint Vincent and the Grenadines","2020-03",1
"Saint Vincent and the Grenadines","2020-04",15
"Saint Vincent and the Grenadines","2020-05",10
"Saint Vincent and the Grenadines","2020-06",3
"Saint Vincent and the Grenadines","2020-07",25
"Saint Vincent and the Grenadines","2020-08",6
"Saint Vincent and the Grenadines","2020-09",4
"Saint Vincent and the Grenadines","2020-10",10
"Saint Vincent and the Grenadines","2020-11",11
"Saint Vincent and the Grenadines","2020-12",36
"Saint Vincent and the Grenadines","2021-01",780
"Saint Vincent and the Grenadines","2021-02",655
"Saint Vincent and the Grenadines","2021-03",192
"Saint Vincent and the Grenadines","2021-04",116
"Saint Vincent and the Grenadines","2021-05",171
"Saint Vincent and the Grenadines","2021-06",190
"Saint Vincent and the Grenadines","2021-07",55
"Samoa","2020-11",2
"Samoa","2020-12",0
"Samoa","2021-01",0
"Samoa","2021-02",1
"Samoa","2021-03",0
"Samoa","2021-04",0
"Samoa","2021-05",0
"Samoa","2021-06",0
"Samoa","2021-07",0
"San Marino","2020-02",1
"San Marino","2020-03",235
"San Marino","2020-04",333
"San Marino","2020-05",102
"San Marino","2020-06",27
"San Marino","2020-07",1
"San Marino","2020-08",16
"San Marino","2020-09",17
"San Marino","2020-10",196
"San Marino","2020-11",684
"San Marino","2020-12",816
"San Marino","2021-01",597
"San Marino","2021-02",691
"San Marino","2021-03",1014
"San Marino","2021-04",336
"San Marino","2021-05",24
"San Marino","2021-06",1
"San Marino","2021-07",39
"Sao Tome and Principe","2020-04",14
"Sao Tome and Principe","2020-05",469
"Sao Tome and Principe","2020-06",231
"Sao Tome and Principe","2020-07",157
"Sao Tome and Principe","2020-08",25
"Sao Tome and Principe","2020-09",15
"Sao Tome and Principe","2020-10",34
"Sao Tome and Principe","2020-11",46
"Sao Tome and Principe","2020-12",23
"Sao Tome and Principe","2021-01",243
"Sao Tome and Principe","2021-02",529
"Sao Tome and Principe","2021-03",437
"Sao Tome and Principe","2021-04",79
"Sao Tome and Principe","2021-05",43
"Sao Tome and Principe","2021-06",21
"Sao Tome and Principe","2021-07",58
"Saudi Arabia","2020-03",1563
"Saudi Arabia","2020-04",21190
"Saudi Arabia","2020-05",62508
"Saudi Arabia","2020-06",105562
"Saudi Arabia","2020-07",85082
"Saudi Arabia","2020-08",39867
"Saudi Arabia","2020-09",18833
"Saudi Arabia","2020-10",12677
"Saudi Arabia","2020-11",10078
"Saudi Arabia","2020-12",5381
"Saudi Arabia","2021-01",5333
"Saudi Arabia","2021-02",9309
"Saudi Arabia","2021-03",12624
"Saudi Arabia","2021-04",27356
"Saudi Arabia","2021-05",33073
"Saudi Arabia","2021-06",35670
"Saudi Arabia","2021-07",32037
"Senegal","2020-03",175
"Senegal","2020-04",758
"Senegal","2020-05",2712
"Senegal","2020-06",3148
"Senegal","2020-07",3439
"Senegal","2020-08",3379
"Senegal","2020-09",1371
"Senegal","2020-10",634
"Senegal","2020-11",473
"Senegal","2020-12",3051
"Senegal","2021-01",7383
"Senegal","2021-02",7997
"Senegal","2021-03",4185
"Senegal","2021-04",1639
"Senegal","2021-05",1072
"Senegal","2021-06",1712
"Senegal","2021-07",15395
"Serbia","2020-03",900
"Serbia","2020-04",8109
"Serbia","2020-05",2403
"Serbia","2020-06",3152
"Serbia","2020-07",10988
"Serbia","2020-08",5854
"Serbia","2020-09",2145
"Serbia","2020-10",13403
"Serbia","2020-11",128484
"Serbia","2020-12",162485
"Serbia","2021-01",57340
"Serbia","2021-02",63996
"Serbia","2021-03",141337
"Serbia","2021-04",88961
"Serbia","2021-05",22915
"Serbia","2021-06",4090
"Serbia","2021-07",4081
"Seychelles","2020-03",10
"Seychelles","2020-04",1
"Seychelles","2020-05",0
"Seychelles","2020-06",70
"Seychelles","2020-07",33
"Seychelles","2020-08",22
"Seychelles","2020-09",8
"Seychelles","2020-10",9
"Seychelles","2020-11",30
"Seychelles","2020-12",73
"Seychelles","2021-01",949
"Seychelles","2021-02",1413
"Seychelles","2021-03",1517
"Seychelles","2021-04",1738
"Seychelles","2021-05",5748
"Seychelles","2021-06",3958
"Seychelles","2021-07",2483
"Sierra Leone","2020-03",1
"Sierra Leone","2020-04",123
"Sierra Leone","2020-05",737
"Sierra Leone","2020-06",601
"Sierra Leone","2020-07",361
"Sierra Leone","2020-08",199
"Sierra Leone","2020-09",209
"Sierra Leone","2020-10",135
"Sierra Leone","2020-11",46
"Sierra Leone","2020-12",199
"Sierra Leone","2021-01",982
"Sierra Leone","2021-02",294
"Sierra Leone","2021-03",93
"Sierra Leone","2021-04",74
"Sierra Leone","2021-05",93
"Sierra Leone","2021-06",1428
"Sierra Leone","2021-07",672
"Singapore","2020-01",13
"Singapore","2020-02",89
"Singapore","2020-03",824
"Singapore","2020-04",15243
"Singapore","2020-05",18715
"Singapore","2020-06",9023
"Singapore","2020-07",8298
"Singapore","2020-08",4607
"Singapore","2020-09",953
"Singapore","2020-10",250
"Singapore","2020-11",203
"Singapore","2020-12",381
"Singapore","2021-01",937
"Singapore","2021-02",400
"Singapore","2021-03",445
"Singapore","2021-04",764
"Singapore","2021-05",906
"Singapore","2021-06",528
"Singapore","2021-07",1874
"Slovakia","2020-03",363
"Slovakia","2020-04",1033
"Slovakia","2020-05",125
"Slovakia","2020-06",146
"Slovakia","2020-07",625
"Slovakia","2020-08",1625
"Slovakia","2020-09",6224
"Slovakia","2020-10",47523
"Slovakia","2020-11",48265
"Slovakia","2020-12",73614
"Slovakia","2021-01",70370
"Slovakia","2021-02",58170
"Slovakia","2021-03",53102
"Slovakia","2021-04",21026
"Slovakia","2021-05",7510
"Slovakia","2021-06",1921
"Slovakia","2021-07",764
"Slovenia","2020-03",802
"Slovenia","2020-04",627
"Slovenia","2020-05",44
"Slovenia","2020-06",127
"Slovenia","2020-07",556
"Slovenia","2020-08",727
"Slovenia","2020-09",2807
"Slovenia","2020-10",28617
"Slovenia","2020-11",41507
"Slovenia","2020-12",46338
"Slovenia","2021-01",44321
"Slovenia","2021-02",23608
"Slovenia","2021-03",25521
"Slovenia","2021-04",24690
"Slovenia","2021-05",13430
"Slovenia","2021-06",3613
"Slovenia","2021-07",1445
"Solomon Islands","2020-10",8
"Solomon Islands","2020-11",9
"Solomon Islands","2020-12",0
"Solomon Islands","2021-01",0
"Solomon Islands","2021-02",1
"Solomon Islands","2021-03",1
"Solomon Islands","2021-04",1
"Solomon Islands","2021-05",0
"Solomon Islands","2021-06",0
"Solomon Islands","2021-07",0
"Somalia","2020-03",5
"Somalia","2020-04",596
"Somalia","2020-05",1375
"Somalia","2020-06",948
"Somalia","2020-07",288
"Somalia","2020-08",98
"Somalia","2020-09",278
"Somalia","2020-10",353
"Somalia","2020-11",510
"Somalia","2020-12",263
"Somalia","2021-01",70
"Somalia","2021-02",2473
"Somalia","2021-03",4141
"Somalia","2021-04",2517
"Somalia","2021-05",747
"Somalia","2021-06",284
"Somalia","2021-07",348
"South Africa","2020-03",1353
"South Africa","2020-04",4294
"South Africa","2020-05",27036
"South Africa","2020-06",118526
"South Africa","2020-07",341974
"South Africa","2020-08",133858
"South Africa","2020-09",47298
"South Africa","2020-10",51113
"South Africa","2020-11",64552
"South Africa","2020-12",267157
"South Africa","2021-01",396600
"South Africa","2021-02",59632
"South Africa","2021-03",34764
"South Africa","2021-04",33053
"South Africa","2021-05",84407
"South Africa","2021-06",308355
"South Africa","2021-07",417251
"South America","2020-02",4
"South America","2020-03",14488
"South America","2020-04",165743
"South America","2020-05",721449
"South America","2020-06",1326739
"South America","2020-07",1873414
"South America","2020-08",2199846
"South America","2020-09",1762746
"South America","2020-10",1600356
"South America","2020-11",1465491
"South America","2020-12",2063883
"South America","2021-01",2683677
"South America","2021-02",2090229
"South America","2021-03",3181475
"South America","2021-04",3728676
"South America","2021-05",3908667
"South America","2021-06",4094840
"South America","2021-07",2337808
"South Korea","2020-01",10
"South Korea","2020-02",3139
"South Korea","2020-03",6636
"South Korea","2020-04",988
"South Korea","2020-05",729
"South Korea","2020-06",1347
"South Korea","2020-07",1486
"South Korea","2020-08",5846
"South Korea","2020-09",3707
"South Korea","2020-10",2746
"South Korea","2020-11",8017
"South Korea","2020-12",27117
"South Korea","2021-01",16739
"South Korea","2021-02",11523
"South Korea","2021-03",13608
"South Korea","2021-04",18995
"South Korea","2021-05",18165
"South Korea","2021-06",16924
"South Korea","2021-07",35704
"South Sudan","2020-04",35
"South Sudan","2020-05",959
"South Sudan","2020-06",1013
"South Sudan","2020-07",315
"South Sudan","2020-08",205
"South Sudan","2020-09",177
"South Sudan","2020-10",201
"South Sudan","2020-11",204
"South Sudan","2020-12",449
"South Sudan","2021-01",371
"South Sudan","2021-02",3997
"South Sudan","2021-03",2239
"South Sudan","2021-04",418
"South Sudan","2021-05",105
"South Sudan","2021-06",146
"South Sudan","2021-07",180
"Spain","2020-02",45
"Spain","2020-03",95878
"Spain","2020-04",117512
"Spain","2020-05",26044
"Spain","2020-06",9792
"Spain","2020-07",39251
"Spain","2020-08",174336
"Spain","2020-09",306330
"Spain","2020-10",416490
"Spain","2020-11",462509
"Spain","2020-12",280078
"Spain","2021-01",814854
"Spain","2021-02",445434
"Spain","2021-03",95800
"Spain","2021-04",239724
"Spain","2021-05",154313
"Spain","2021-06",130570
"Spain","2021-07",559493
"Sri Lanka","2020-01",1
"Sri Lanka","2020-02",0
"Sri Lanka","2020-03",142
"Sri Lanka","2020-04",520
"Sri Lanka","2020-05",970
"Sri Lanka","2020-06",414
"Sri Lanka","2020-07",768
"Sri Lanka","2020-08",234
"Sri Lanka","2020-09",331
"Sri Lanka","2020-10",7283
"Sri Lanka","2020-11",13324
"Sri Lanka","2020-12",19312
"Sri Lanka","2021-01",20858
"Sri Lanka","2021-02",18937
"Sri Lanka","2021-03",9612
"Sri Lanka","2021-04",15440
"Sri Lanka","2021-05",78218
"Sri Lanka","2021-06",72725
"Sri Lanka","2021-07",40803
"Sudan","2020-03",7
"Sudan","2020-04",368
"Sudan","2020-05",4425
"Sudan","2020-06",4572
"Sudan","2020-07",2207
"Sudan","2020-08",1610
"Sudan","2020-09",457
"Sudan","2020-10",158
"Sudan","2020-11",4241
"Sudan","2020-12",7455
"Sudan","2021-01",3880
"Sudan","2021-02",967
"Sudan","2021-03",1486
"Sudan","2021-04",2111
"Sudan","2021-05",1551
"Sudan","2021-06",1163
"Sudan","2021-07",480
"Suriname","2020-03",9
"Suriname","2020-04",1
"Suriname","2020-05",13
"Suriname","2020-06",492
"Suriname","2020-07",1135
"Suriname","2020-08",2384
"Suriname","2020-09",843
"Suriname","2020-10",326
"Suriname","2020-11",109
"Suriname","2020-12",898
"Suriname","2021-01",2228
"Suriname","2021-02",491
"Suriname","2021-03",193
"Suriname","2021-04",1241
"Suriname","2021-05",4591
"Suriname","2021-06",6778
"Suriname","2021-07",3296
"Sweden","2020-02",14
"Sweden","2020-03",4820
"Sweden","2020-04",16767
"Sweden","2020-05",17060
"Sweden","2020-06",29263
"Sweden","2020-07",9152
"Sweden","2020-08",7303
"Sweden","2020-09",8484
"Sweden","2020-10",31492
"Sweden","2020-11",118774
"Sweden","2020-12",194250
"Sweden","2021-01",129578
"Sweden","2021-02",90352
"Sweden","2021-03",147577
"Sweden","2021-04",168718
"Sweden","2021-05",94869
"Sweden","2021-06",21517
"Sweden","2021-07",8164
"Switzerland","2020-02",18
"Switzerland","2020-03",16587
"Switzerland","2020-04",12981
"Switzerland","2020-05",1276
"Switzerland","2020-06",852
"Switzerland","2020-07",3518
"Switzerland","2020-08",6945
"Switzerland","2020-09",11105
"Switzerland","2020-10",100969
"Switzerland","2020-11",172821
"Switzerland","2020-12",125224
"Switzerland","2021-01",69024
"Switzerland","2021-02",33612
"Switzerland","2021-03",46192
"Switzerland","2021-04",58850
"Switzerland","2021-05",34766
"Switzerland","2021-06",8264
"Switzerland","2021-07",12263
"Syria","2020-03",10
"Syria","2020-04",33
"Syria","2020-05",79
"Syria","2020-06",157
"Syria","2020-07",478
"Syria","2020-08",2008
"Syria","2020-09",1435
"Syria","2020-10",1528
"Syria","2020-11",2159
"Syria","2020-12",3547
"Syria","2021-01",2614
"Syria","2021-02",1540
"Syria","2021-03",3321
"Syria","2021-04",3824
"Syria","2021-05",1762
"Syria","2021-06",1020
"Syria","2021-07",396
"Taiwan","2020-01",9
"Taiwan","2020-02",29
"Taiwan","2020-03",283
"Taiwan","2020-04",107
"Taiwan","2020-05",13
"Taiwan","2020-06",5
"Taiwan","2020-07",20
"Taiwan","2020-08",21
"Taiwan","2020-09",26
"Taiwan","2020-10",41
"Taiwan","2020-11",120
"Taiwan","2020-12",124
"Taiwan","2021-01",112
"Taiwan","2021-02",44
"Taiwan","2021-03",75
"Taiwan","2021-04",98
"Taiwan","2021-05",7383
"Taiwan","2021-06",6293
"Taiwan","2021-07",795
"Tajikistan","2020-04",15
"Tajikistan","2020-05",3915
"Tajikistan","2020-06",1970
"Tajikistan","2020-07",1509
"Tajikistan","2020-08",1174
"Tajikistan","2020-09",1186
"Tajikistan","2020-10",1248
"Tajikistan","2020-11",1177
"Tajikistan","2020-12",1102
"Tajikistan","2021-01",12
"Tajikistan","2021-02",0
"Tajikistan","2021-03",0
"Tajikistan","2021-04",0
"Tajikistan","2021-05",0
"Tajikistan","2021-06",191
"Tajikistan","2021-07",1262
"Tanzania","2020-03",19
"Tanzania","2020-04",461
