"country","month","newcase"
"Finland","2021-02",12434
"Finland","2021-03",19780
"Finland","2021-04",9356
"Finland","2021-05",5680
"Finland","2021-06",3254
"Finland","2021-07",8109
"France","2020-01",5
"France","2020-02",95
"France","2020-03",52178
"France","2020-04",116583
"France","2020-05",22114
"France","2020-06",13269
"France","2020-07",22995
"France","2020-08",93921
"France","2020-09",284733
"France","2020-10",808471
"France","2020-11",862510
"France","2020-12",400792
"France","2021-01",578254
"France","2021-02",559719
"France","2021-03",889429
"France","2021-04",972767
"France","2021-05",399620
"France","2021-06",108477
"France","2021-07",251665
"Gabon","2020-03",16
"Gabon","2020-04",260
"Gabon","2020-05",2379
"Gabon","2020-06",2739
"Gabon","2020-07",1958
"Gabon","2020-08",1181
"Gabon","2020-09",233
"Gabon","2020-10",202
"Gabon","2020-11",246
"Gabon","2020-12",357
"Gabon","2021-01",1177
"Gabon","2021-02",3816
"Gabon","2021-03",4986
"Gabon","2021-04",3525
"Gabon","2021-05",1354
"Gabon","2021-06",555
"Gabon","2021-07",360
"Gambia","2020-03",4
"Gambia","2020-04",7
"Gambia","2020-05",14
"Gambia","2020-06",24
"Gambia","2020-07",449
"Gambia","2020-08",2465
"Gambia","2020-09",616
"Gambia","2020-10",93
"Gambia","2020-11",70
"Gambia","2020-12",55
"Gambia","2021-01",293
"Gambia","2021-02",622
"Gambia","2021-03",747
"Gambia","2021-04",439
"Gambia","2021-05",95
"Gambia","2021-06",86
"Gambia","2021-07",1254
"Georgia","2020-02",1
"Georgia","2020-03",109
"Georgia","2020-04",429
"Georgia","2020-05",244
"Georgia","2020-06",145
"Georgia","2020-07",240
"Georgia","2020-08",319
"Georgia","2020-09",4705
"Georgia","2020-10",32744
"Georgia","2020-11",96648
"Georgia","2020-12",91836
"Georgia","2021-01",30691
"Georgia","2021-02",12647
"Georgia","2021-03",11003
"Georgia","2021-04",28549
"Georgia","2021-05",33653
"Georgia","2021-06",22115
"Georgia","2021-07",41611
"Germany","2020-01",5
"Germany","2020-02",74
"Germany","2020-03",71729
"Germany","2020-04",91201
"Germany","2020-05",20401
"Germany","2020-06",12008
"Germany","2020-07",14981
"Germany","2020-08",34403
"Germany","2020-09",48111
"Germany","2020-10",238877
"Germany","2020-11",538122
"Germany","2020-12",690608
"Germany","2021-01",465139
"Germany","2021-02",224636
"Germany","2021-03",393349
"Germany","2021-04",561721
"Germany","2021-05",284556
"Germany","2021-06",46284
"Germany","2021-07",30296
"Ghana","2020-03",161
"Ghana","2020-04",1913
"Ghana","2020-05",5996
"Ghana","2020-06",9671
"Ghana","2020-07",17760
"Ghana","2020-08",8797
"Ghana","2020-09",2328
"Ghana","2020-10",1429
"Ghana","2020-11",3612
"Ghana","2020-12",3104
"Ghana","2021-01",12239
"Ghana","2021-02",17013
"Ghana","2021-03",6560
"Ghana","2021-04",1979
"Ghana","2021-05",1336
"Ghana","2021-06",2016
"Ghana","2021-07",6189
"Greece","2020-02",4
"Greece","2020-03",1310
"Greece","2020-04",1277
"Greece","2020-05",326
"Greece","2020-06",492
"Greece","2020-07",1068
"Greece","2020-08",5840
"Greece","2020-09",8158
"Greece","2020-10",20776
"Greece","2020-11",66020
"Greece","2020-12",33579
"Greece","2021-01",18107
"Greece","2021-02",34143
"Greece","2021-03",72589
"Greece","2021-04",81344
"Greece","2021-05",57273
"Greece","2021-06",20150
"Greece","2021-07",59689
"Grenada","2020-03",9
"Grenada","2020-04",11
"Grenada","2020-05",3
"Grenada","2020-06",0
"Grenada","2020-07",1
"Grenada","2020-08",0
"Grenada","2020-09",0
"Grenada","2020-10",4
"Grenada","2020-11",13
"Grenada","2020-12",86
"Grenada","2021-01",21
"Grenada","2021-02",0
"Grenada","2021-03",7
"Grenada","2021-04",5
"Grenada","2021-05",1
"Grenada","2021-06",0
"Grenada","2021-07",3
"Guatemala","2020-03",38
"Guatemala","2020-04",561
"Guatemala","2020-05",4488
"Guatemala","2020-06",13009
"Guatemala","2020-07",31693
"Guatemala","2020-08",24285
"Guatemala","2020-09",17672
"Guatemala","2020-10",16193
"Guatemala","2020-11",14123
"Guatemala","2020-12",15950
"Guatemala","2021-01",21492
"Guatemala","2021-02",15038
"Guatemala","2021-03",19292
"Guatemala","2021-04",33837
"Guatemala","2021-05",26746
"Guatemala","2021-06",39166
"Guatemala","2021-07",61640
"Guinea","2020-03",22
"Guinea","2020-04",1473
"Guinea","2020-05",2211
"Guinea","2020-06",1685
"Guinea","2020-07",1917
"Guinea","2020-08",2101
"Guinea","2020-09",1243
"Guinea","2020-10",1420
"Guinea","2020-11",1047
"Guinea","2020-12",603
"Guinea","2021-01",824
"Guinea","2021-02",1446
"Guinea","2021-03",3916
"Guinea","2021-04",2307
"Guinea","2021-05",962
"Guinea","2021-06",593
"Guinea","2021-07",1441
"Guinea-Bissau","2020-03",8
"Guinea-Bissau","2020-04",197
"Guinea-Bissau","2020-05",1051
"Guinea-Bissau","2020-06",398
"Guinea-Bissau","2020-07",327
"Guinea-Bissau","2020-08",224
"Guinea-Bissau","2020-09",119
"Guinea-Bissau","2020-10",89
"Guinea-Bissau","2020-11",28
"Guinea-Bissau","2020-12",11
"Guinea-Bissau","2021-01",182
"Guinea-Bissau","2021-02",628
"Guinea-Bissau","2021-03",388
"Guinea-Bissau","2021-04",84
"Guinea-Bissau","2021-05",32
"Guinea-Bissau","2021-06",93
"Guinea-Bissau","2021-07",422
"Guyana","2020-03",12
"Guyana","2020-04",70
"Guyana","2020-05",71
"Guyana","2020-06",92
"Guyana","2020-07",168
"Guyana","2020-08",893
"Guyana","2020-09",1588
"Guyana","2020-10",1268
"Guyana","2020-11",1244
"Guyana","2020-12",926
"Guyana","2021-01",1309
"Guyana","2021-02",944
"Guyana","2021-03",1664
"Guyana","2021-04",3034
"Guyana","2021-05",3669
"Guyana","2021-06",3103
"Guyana","2021-07",2179
"Haiti","2020-03",15
"Haiti","2020-04",61
"Haiti","2020-05",1508
"Haiti","2020-06",4263
"Haiti","2020-07",1531
"Haiti","2020-08",831
"Haiti","2020-09",531
"Haiti","2020-10",314
"Haiti","2020-11",218
"Haiti","2020-12",727
"Haiti","2021-01",1534
"Haiti","2021-02",897
"Haiti","2021-03",328
"Haiti","2021-04",298
"Haiti","2021-05",1295
"Haiti","2021-06",4211
"Haiti","2021-07",1356
"Honduras","2020-03",141
"Honduras","2020-04",630
"Honduras","2020-05",4431
"Honduras","2020-06",14356
"Honduras","2020-07",22456
"Honduras","2020-08",19000
"Honduras","2020-09",15886
"Honduras","2020-10",19988
"Honduras","2020-11",11365
"Honduras","2020-12",13574
"Honduras","2021-01",26016
"Honduras","2021-02",22461
"Honduras","2021-03",18739
"Honduras","2021-04",23290
"Honduras","2021-05",25894
"Honduras","2021-06",24533
"Honduras","2021-07",28927
"Hong Kong","2020-01",12
"Hong Kong","2020-02",83
"Hong Kong","2020-03",619
"Hong Kong","2020-04",323
"Hong Kong","2020-05",47
"Hong Kong","2020-06",121
"Hong Kong","2020-07",2067
"Hong Kong","2020-08",1538
"Hong Kong","2020-09",277
"Hong Kong","2020-10",236
"Hong Kong","2020-11",991
"Hong Kong","2020-12",2532
"Hong Kong","2021-01",1606
"Hong Kong","2021-02",553
"Hong Kong","2021-03",462
"Hong Kong","2021-04",307
"Hong Kong","2021-05",67
"Hong Kong","2021-06",82
"Hong Kong","2021-07",56
"Hungary","2020-03",492
"Hungary","2020-04",2283
"Hungary","2020-05",1101
"Hungary","2020-06",279
"Hungary","2020-07",350
"Hungary","2020-08",1634
"Hungary","2020-09",20322
"Hungary","2020-10",48860
"Hungary","2020-11",141801
"Hungary","2020-12",105392
"Hungary","2021-01",45072
"Hungary","2021-02",61013
"Hungary","2021-03",223834
"Hungary","2021-04",126915
"Hungary","2021-05",25190
"Hungary","2021-06",3590
"Hungary","2021-07",1160
"Iceland","2020-02",1
"Iceland","2020-03",1134
"Iceland","2020-04",662
"Iceland","2020-05",9
"Iceland","2020-06",18
"Iceland","2020-07",61
"Iceland","2020-08",222
"Iceland","2020-09",621
"Iceland","2020-10",2137
"Iceland","2020-11",527
"Iceland","2020-12",362
"Iceland","2021-01",248
"Iceland","2021-02",47
"Iceland","2021-03",156
"Iceland","2021-04",267
"Iceland","2021-05",104
"Iceland","2021-06",73
"Iceland","2021-07",779
"India","2020-01",1
"India","2020-02",2
"India","2020-03",1394
"India","2020-04",33466
"India","2020-05",155746
"India","2020-06",394872
"India","2020-07",1110507
"India","2020-08",1995178
"India","2020-09",2621418
"India","2020-10",1871498
"India","2020-11",1278727
"India","2020-12",823900
"India","2021-01",470901
"India","2021-02",354631
"India","2021-03",1109424
"India","2021-04",6943304
"India","2021-05",9010075
"India","2021-06",2236590
"India","2021-07",1072971
"Indonesia","2020-03",1528
"Indonesia","2020-04",8590
"Indonesia","2020-05",16355
"Indonesia","2020-06",29912
"Indonesia","2020-07",51991
"Indonesia","2020-08",66420
"Indonesia","2020-09",112212
"Indonesia","2020-10",123080
"Indonesia","2020-11",128795
"Indonesia","2020-12",204315
"Indonesia","2021-01",335116
"Indonesia","2021-02",256320
"Indonesia","2021-03",177078
"Indonesia","2021-04",156656
"Indonesia","2021-05",153335
"Indonesia","2021-06",356569
"Indonesia","2021-07",1061664
"International","2020-02",705
"International","2020-03",9
"International","2020-04",7
"International","2020-05",0
"International","2020-06",0
"International","2020-07",0
"International","2020-08",0
"International","2020-09",0
"International","2020-10",0
"International","2020-11",0
"International","2020-12",0
"International","2021-01",0
"International","2021-02",0
"International","2021-03",0
"International","2021-04",0
"International","2021-05",0
"International","2021-06",0
"International","2021-07",0
"Iran","2020-02",593
"Iran","2020-03",44012
"Iran","2020-04",50035
"Iran","2020-05",56826
"Iran","2020-06",76196
"Iran","2020-07",76542
"Iran","2020-08",71008
"Iran","2020-09",82007
"Iran","2020-10",155553
"Iran","2020-11",349298
"Iran","2020-12",263072
"Iran","2021-01",192857
"Iran","2021-02",213170
"Iran","2021-03",254395
"Iran","2021-04",613513
"Iran","2021-05",414059
"Iran","2021-06",291421
"Iran","2021-07",553640
"Iraq","2020-02",13
"Iraq","2020-03",681
"Iraq","2020-04",1391
"Iraq","2020-05",4354
"Iraq","2020-06",42670
"Iraq","2020-07",75500
"Iraq","2020-08",110325
"Iraq","2020-09",128047
"Iraq","2020-10",109649
"Iraq","2020-11",79919
"Iraq","2020-12",42742
"Iraq","2021-01",24345
"Iraq","2021-02",75853
"Iraq","2021-03",155435
"Iraq","2021-04",214275
"Iraq","2021-05",136153
"Iraq","2021-06",144552
"Iraq","2021-07",231109
"Ireland","2020-02",1
"Ireland","2020-03",3234
"Ireland","2020-04",17377
"Ireland","2020-05",4378
"Ireland","2020-06",483
"Ireland","2020-07",592
"Ireland","2020-08",2746
"Ireland","2020-09",7344
"Ireland","2020-10",25301
"Ireland","2020-11",11088
"Ireland","2020-12",19235
"Ireland","2021-01",104768
"Ireland","2021-02",23045
"Ireland","2021-03",16262
"Ireland","2021-04",13016
"Ireland","2021-05",13173
"Ireland","2021-06",9865
"Ireland","2021-07",23478
"Israel","2020-02",6
"Israel","2020-03",5711
"Israel","2020-04",10179
"Israel","2020-05",1183
"Israel","2020-06",8359
"Israel","2020-07",46296
"Israel","2020-08",45172
"Israel","2020-09",130505
"Israel","2020-10",66938
"Israel","2020-11",22842
"Israel","2020-12",86071
"Israel","2021-01",220173
"Israel","2021-02",132372
"Israel","2021-03",57298
"Israel","2021-04",5376
"Israel","2021-05",994
"Israel","2021-06",2302
"Israel","2021-07",23135
"Italy","2020-01",2
"Italy","2020-02",1126
"Italy","2020-03",104664
"Italy","2020-04",99671
"Italy","2020-05",27534
"Italy","2020-06",7581
"Italy","2020-07",6959
"Italy","2020-08",21677
"Italy","2020-09",45647
"Italy","2020-10",364569
"Italy","2020-11",922124
"Italy","2020-12",505612
"Italy","2021-01",445866
"Italy","2021-02",372233
"Italy","2021-03",659634
"Italy","2021-04",437754
"Italy","2021-05",195168
"Italy","2021-06",42088
"Italy","2021-07",65137
"Jamaica","2020-03",36
"Jamaica","2020-04",386
"Jamaica","2020-05",164
"Jamaica","2020-06",116
"Jamaica","2020-07",176
"Jamaica","2020-08",1581
"Jamaica","2020-09",4023
"Jamaica","2020-10",2612
"Jamaica","2020-11",1669
"Jamaica","2020-12",2064
"Jamaica","2021-01",2826
"Jamaica","2021-02",7610
"Jamaica","2021-03",15974
"Jamaica","2021-04",6341
"Jamaica","2021-05",2979
"Jamaica","2021-06",1567
"Jamaica","2021-07",2017
"Japan","2020-01",13
"Japan","2020-02",230
"Japan","2020-03",2010
"Japan","2020-04",12029
"Japan","2020-05",2467
"Japan","2020-06",1864
"Japan","2020-07",17619
"Japan","2020-08",32162
"Japan","2020-09",15195
"Japan","2020-10",17736
"Japan","2020-11",47635
"Japan","2020-12",86849
"Japan","2021-01",154355
"Japan","2021-02",41924
"Japan","2021-03",42551
"Japan","2021-04",118623
"Japan","2021-05",153924
"Japan","2021-06",53117
"Japan","2021-07",83462
"Jordan","2020-03",274
"Jordan","2020-04",179
"Jordan","2020-05",286
"Jordan","2020-06",393
"Jordan","2020-07",61
"Jordan","2020-08",841
"Jordan","2020-09",9791
"Jordan","2020-10",60782
"Jordan","2020-11",146823
"Jordan","2020-12",75064
"Jordan","2021-01",32361
"Jordan","2021-02",64235
"Jordan","2021-03",220487
"Jordan","2021-04",99796
"Jordan","2021-05",25161
"Jordan","2021-06",14870
"Jordan","2021-07",15923
"Kazakhstan","2020-03",343
"Kazakhstan","2020-04",3059
"Kazakhstan","2020-05",7456
"Kazakhstan","2020-06",11450
"Kazakhstan","2020-07",68059
"Kazakhstan","2020-08",40306
"Kazakhstan","2020-09",10034
"Kazakhstan","2020-10",8992
"Kazakhstan","2020-11",24864
"Kazakhstan","2020-12",26633
"Kazakhstan","2021-01",34648
"Kazakhstan","2021-02",26871
"Kazakhstan","2021-03",34757
"Kazakhstan","2021-04",78067
"Kazakhstan","2021-05",67396
"Kazakhstan","2021-06",39751
"Kazakhstan","2021-07",126960
"Kenya","2020-03",59
"Kenya","2020-04",337
"Kenya","2020-05",1566
"Kenya","2020-06",4404
"Kenya","2020-07",14270
"Kenya","2020-08",13565
"Kenya","2020-09",4328
"Kenya","2020-10",16663
"Kenya","2020-11",28426
"Kenya","2020-12",12840
"Kenya","2021-01",4315
"Kenya","2021-02",5200
"Kenya","2021-03",28085
"Kenya","2021-04",25260
"Kenya","2021-05",11417
"Kenya","2021-06",13426
"Kenya","2021-07",14774
"Kiribati","2021-05",2
"Kiribati","2021-06",0
"Kiribati","2021-07",0
"Kosovo","2020-03",106
"Kosovo","2020-04",693
"Kosovo","2020-05",271
"Kosovo","2020-06",1729
"Kosovo","2020-07",5531
"Kosovo","2020-08",5124
"Kosovo","2020-09",2166
"Kosovo","2020-10",3708
"Kosovo","2020-11",20268
"Kosovo","2020-12",11548
"Kosovo","2021-01",9074
"Kosovo","2021-02",8233
"Kosovo","2021-03",20730
"Kosovo","2021-04",14457
"Kosovo","2021-05",3364
"Kosovo","2021-06",756
"Kosovo","2021-07",315
"Kuwait","2020-02",45
"Kuwait","2020-03",244
"Kuwait","2020-04",3735
"Kuwait","2020-05",23019
"Kuwait","2020-06",19152
"Kuwait","2020-07",20762
"Kuwait","2020-08",18152
"Kuwait","2020-09",20073
"Kuwait","2020-10",20744
"Kuwait","2020-11",16709
"Kuwait","2020-12",7949
"Kuwait","2021-01",14673
"Kuwait","2021-02",25595
"Kuwait","2021-03",41251
"Kuwait","2021-04",41888
"Kuwait","2021-05",35231
"Kuwait","2021-06",47465
"Kuwait","2021-07",37851
"Kyrgyzstan","2020-03",107
"Kyrgyzstan","2020-04",639
"Kyrgyzstan","2020-05",1002
"Kyrgyzstan","2020-06",3758
"Kyrgyzstan","2020-07",30299
"Kyrgyzstan","2020-08",8093
"Kyrgyzstan","2020-09",2771
"Kyrgyzstan","2020-10",12209
"Kyrgyzstan","2020-11",14300
"Kyrgyzstan","2020-12",7856
"Kyrgyzstan","2021-01",3554
"Kyrgyzstan","2021-02",1663
"Kyrgyzstan","2021-03",2287
"Kyrgyzstan","2021-04",6737
"Kyrgyzstan","2021-05",9454
"Kyrgyzstan","2021-06",20274
"Kyrgyzstan","2021-07",34086
"Laos","2020-03",9
"Laos","2020-04",10
"Laos","2020-05",0
"Laos","2020-06",0
"Laos","2020-07",1
"Laos","2020-08",2
"Laos","2020-09",1
"Laos","2020-10",1
"Laos","2020-11",15
"Laos","2020-12",2
"Laos","2021-01",3
"Laos","2021-02",1
"Laos","2021-03",4
"Laos","2021-04",708
"Laos","2021-05",1155
"Laos","2021-06",209
"Laos","2021-07",3033
"Latvia","2020-03",398
"Latvia","2020-04",460
"Latvia","2020-05",208
"Latvia","2020-06",52
"Latvia","2020-07",113
"Latvia","2020-08",165
"Latvia","2020-09",428
"Latvia","2020-10",4070
"Latvia","2020-11",11181
"Latvia","2020-12",23829
"Latvia","2021-01",25337
"Latvia","2021-02",19945
"Latvia","2021-03",16177
"Latvia","2021-04",16195
"Latvia","2021-05",14641
"Latvia","2021-06",4230
"Latvia","2021-07",1143
"Lebanon","2020-02",4
"Lebanon","2020-03",466
"Lebanon","2020-04",255
"Lebanon","2020-05",495
"Lebanon","2020-06",558
"Lebanon","2020-07",2777
"Lebanon","2020-08",12753
"Lebanon","2020-09",22326
"Lebanon","2020-10",41594
"Lebanon","2020-11",46716
"Lebanon","2020-12",53559
"Lebanon","2021-01",119549
"Lebanon","2021-02",73998
"Lebanon","2021-03",93350
"Lebanon","2021-04",58178
"Lebanon","2021-05",13810
"Lebanon","2021-06",4478
"Lebanon","2021-07",12279
"Lesotho","2020-05",2
"Lesotho","2020-06",25
"Lesotho","2020-07",577
"Lesotho","2020-08",481
"Lesotho","2020-09",510
"Lesotho","2020-10",358
"Lesotho","2020-11",156
"Lesotho","2020-12",985
"Lesotho","2021-01",5570
"Lesotho","2021-02",1827
"Lesotho","2021-03",215
"Lesotho","2021-04",25
"Lesotho","2021-05",100
"Lesotho","2021-06",513
"Lesotho","2021-07",1536
"Liberia","2020-03",3
"Liberia","2020-04",138
"Liberia","2020-05",147
"Liberia","2020-06",492
"Liberia","2020-07",406
"Liberia","2020-08",118
"Liberia","2020-09",39
"Liberia","2020-10",83
"Liberia","2020-11",169
"Liberia","2020-12",184
"Liberia","2021-01",160
"Liberia","2021-02",75
"Liberia","2021-03",28
"Liberia","2021-04",57
"Liberia","2021-05",92
"Liberia","2021-06",1902
"Liberia","2021-07",1303
"Libya","2020-03",10
"Libya","2020-04",51
"Libya","2020-05",95
"Libya","2020-06",668
"Libya","2020-07",2797
"Libya","2020-08",10345
"Libya","2020-09",20559
"Libya","2020-10",26570
"Libya","2020-11",21714
"Libya","2020-12",17468
"Libya","2021-01",18354
"Libya","2021-02",14707
"Libya","2021-03",25619
"Libya","2021-04",18551
"Libya","2021-05",8268
"Libya","2021-06",7698
"Libya","2021-07",46835
"Liechtenstein","2020-03",68
"Liechtenstein","2020-04",14
"Liechtenstein","2020-05",0
"Liechtenstein","2020-06",0
"Liechtenstein","2020-07",6
"Liechtenstein","2020-08",19
"Liechtenstein","2020-09",11
"Liechtenstein","2020-10",415
"Liechtenstein","2020-11",737
"Liechtenstein","2020-12",866
"Liechtenstein","2021-01",357
"Liechtenstein","2021-02",74
"Liechtenstein","2021-03",103
"Liechtenstein","2021-04",256
"Liechtenstein","2021-05",86
"Liechtenstein","2021-06",24
"Liechtenstein","2021-07",44
"Lithuania","2020-02",1
"Lithuania","2020-03",467
"Lithuania","2020-04",907
"Lithuania","2020-05",292
"Lithuania","2020-06",145
"Lithuania","2020-07",257
"Lithuania","2020-08",831
"Lithuania","2020-09",1788
"Lithuania","2020-10",10127
"Lithuania","2020-11",46496
"Lithuania","2020-12",80644
"Lithuania","2021-01",40588
"Lithuania","2021-02",16602
"Lithuania","2021-03",16974
"Lithuania","2021-04",31150
"Lithuania","2021-05",27114
"Lithuania","2021-06",4386
"Lithuania","2021-07",2515
"Luxembourg","2020-02",1
"Luxembourg","2020-03",2177
"Luxembourg","2020-04",1606
"Luxembourg","2020-05",234
"Luxembourg","2020-06",281
"Luxembourg","2020-07",2396
"Luxembourg","2020-08",-70
"Luxembourg","2020-09",1884
"Luxembourg","2020-10",8625
"Luxembourg","2020-11",17544
"Luxembourg","2020-12",11737
"Luxembourg","2021-01",3973
"Luxembourg","2021-02",4722
"Luxembourg","2021-03",6532
"Luxembourg","2021-04",5563
"Luxembourg","2021-05",2727
"Luxembourg","2021-06",855
"Luxembourg","2021-07",2850
"Madagascar","2020-03",57
"Madagascar","2020-04",71
"Madagascar","2020-05",643
"Madagascar","2020-06",1443
"Madagascar","2020-07",8654
"Madagascar","2020-08",3995
"Madagascar","2020-09",1545
"Madagascar","2020-10",703
"Madagascar","2020-11",230
"Madagascar","2020-12",373
"Madagascar","2021-01",1351
"Madagascar","2021-02",766
"Madagascar","2021-03",4595
"Madagascar","2021-04",12588
"Madagascar","2021-05",4328
"Madagascar","2021-06",874
"Madagascar","2021-07",391
"Malawi","2020-04",37
"Malawi","2020-05",247
"Malawi","2020-06",940
"Malawi","2020-07",2854
"Malawi","2020-08",1488
"Malawi","2020-09",207
"Malawi","2020-10",157
"Malawi","2020-11",98
"Malawi","2020-12",555
"Malawi","2021-01",17380
"Malawi","2021-02",7982
"Malawi","2021-03",1606
"Malawi","2021-04",527
"Malawi","2021-05",260
"Malawi","2021-06",1788
"Malawi","2021-07",13626
"Malaysia","2020-01",8
"Malaysia","2020-02",17
"Malaysia","2020-03",2741
"Malaysia","2020-04",3236
"Malaysia","2020-05",1817
"Malaysia","2020-06",820
"Malaysia","2020-07",337
"Malaysia","2020-08",364
"Malaysia","2020-09",1884
"Malaysia","2020-10",20324
"Malaysia","2020-11",34149
"Malaysia","2020-12",47313
"Malaysia","2021-01",101949
"Malaysia","2021-02",85793
"Malaysia","2021-03",44748
"Malaysia","2021-04",63213
"Malaysia","2021-05",163644
"Malaysia","2021-06",179622
"Malaysia","2021-07",292092
"Maldives","2020-03",18
"Maldives","2020-04",450
"Maldives","2020-05",1305
"Maldives","2020-06",588
"Maldives","2020-07",1432
"Maldives","2020-08",4011
"Maldives","2020-09",2487
"Maldives","2020-10",1368
"Maldives","2020-11",1352
"Maldives","2020-12",746
"Maldives","2021-01",2084
"Maldives","2021-02",3952
"Maldives","2021-03",4286
"Maldives","2021-04",5756
"Maldives","2021-05",34561
"Maldives","2021-06",9402
"Maldives","2021-07",3155
"Mali","2020-03",28
"Mali","2020-04",462
"Mali","2020-05",775
"Mali","2020-06",916
"Mali","2020-07",354
"Mali","2020-08",241
"Mali","2020-09",342
"Mali","2020-10",436
"Mali","2020-11",1156
"Mali","2020-12",2380
"Mali","2021-01",1001
"Mali","2021-02",285
"Mali","2021-03",1666
"Mali","2021-04",3816
"Mali","2021-05",409
"Mali","2021-06",159
"Mali","2021-07",125
"Malta","2020-03",169
"Malta","2020-04",296
"Malta","2020-05",153
"Malta","2020-06",52
"Malta","2020-07",154
"Malta","2020-08",1059
"Malta","2020-09",1175
"Malta","2020-10",2984
"Malta","2020-11",3831
"Malta","2020-12",2901
"Malta","2021-01",5129
"Malta","2021-02",4579
"Malta","2021-03",6551
"Malta","2021-04",1259
"Malta","2021-05",243
"Malta","2021-06",88
"Malta","2021-07",3281
"Marshall Islands","2020-10",2
"Marshall Islands","2020-11",2
"Marshall Islands","2020-12",0
"Marshall Islands","2021-01",0
"Marshall Islands","2021-02",0
"Marshall Islands","2021-03",0
"Marshall Islands","2021-04",0
"Marshall Islands","2021-05",0
"Marshall Islands","2021-06",0
"Marshall Islands","2021-07",0
"Mauritania","2020-03",6
"Mauritania","2020-04",2
"Mauritania","2020-05",522
"Mauritania","2020-06",3833
"Mauritania","2020-07",1947
"Mauritania","2020-08",738
"Mauritania","2020-09",454
"Mauritania","2020-10",201
"Mauritania","2020-11",898
"Mauritania","2020-12",5763
"Mauritania","2021-01",2271
"Mauritania","2021-02",572
"Mauritania","2021-03",640
"Mauritania","2021-04",555
"Mauritania","2021-05",1145
"Mauritania","2021-06",1261
"Mauritania","2021-07",3541
"Mauritius","2020-03",143
"Mauritius","2020-04",189
"Mauritius","2020-05",3
"Mauritius","2020-06",6
"Mauritius","2020-07",3
"Mauritius","2020-08",12
"Mauritius","2020-09",25
"Mauritius","2020-10",60
"Mauritius","2020-11",63
"Mauritius","2020-12",23
"Mauritius","2021-01",42
"Mauritius","2021-02",41
"Mauritius","2021-03",418
"Mauritius","2021-04",181
"Mauritius","2021-05",166
"Mauritius","2021-06",523
"Mauritius","2021-07",1887
"Mexico","2020-02",4
"Mexico","2020-03",1211
"Mexico","2020-04",18009
"Mexico","2020-05",71440
"Mexico","2020-06",135425
"Mexico","2020-07",198548
"Mexico","2020-08",174923
"Mexico","2020-09",143656
"Mexico","2020-10",181746
"Mexico","2020-11",188581
"Mexico","2020-12",312551
"Mexico","2021-01",438166
"Mexico","2021-02",222678
"Mexico","2021-03",151949
"Mexico","2021-04",105868
"Mexico","2021-05",68987
"Mexico","2021-06",105527
"Mexico","2021-07",252577
"Micronesia (country)","2021-01",1
"Micronesia (country)","2021-02",0
"Micronesia (country)","2021-03",0
"Micronesia (country)","2021-04",0
"Micronesia (country)","2021-05",0
"Micronesia (country)","2021-06",0
"Micronesia (country)","2021-07",0
"Moldova","2020-03",353
"Moldova","2020-04",3544
"Moldova","2020-05",4354
"Moldova","2020-06",8362
"Moldova","2020-07",8120
"Moldova","2020-08",12187
"Moldova","2020-09",16122
"Moldova","2020-10",22998
"Moldova","2020-11",31324
"Moldova","2020-12",37454
"Moldova","2021-01",14986
"Moldova","2021-02",25649
"Moldova","2021-03",44788
"Moldova","2021-04",20596
"Moldova","2021-05",4349
"Moldova","2021-06",1548
"Moldova","2021-07",2118
"Monaco","2020-02",1
"Monaco","2020-03",51
"Monaco","2020-04",43
"Monaco","2020-05",4
"Monaco","2020-06",4
"Monaco","2020-07",17
"Monaco","2020-08",34
"Monaco","2020-09",64
"Monaco","2020-10",141
"Monaco","2020-11",250
"Monaco","2020-12",266
"Monaco","2021-01",614
"Monaco","2021-02",467
"Monaco","2021-03",332
"Monaco","2021-04",166
"Monaco","2021-05",50
"Monaco","2021-06",73
"Monaco","2021-07",237
"Mongolia","2020-03",12
"Mongolia","2020-04",26
"Mongolia","2020-05",141
"Mongolia","2020-06",41
"Mongolia","2020-07",71
"Mongolia","2020-08",13
"Mongolia","2020-09",9
"Mongolia","2020-10",33
"Mongolia","2020-11",455
"Mongolia","2020-12",419
"Mongolia","2021-01",594
"Mongolia","2021-02",1138
"Mongolia","2021-03",5889
"Mongolia","2021-04",28444
"Mongolia","2021-05",21154
"Mongolia","2021-06",57039
"Mongolia","2021-07",44866
"Montenegro","2020-03",109
"Montenegro","2020-04",213
"Montenegro","2020-05",2
"Montenegro","2020-06",224
"Montenegro","2020-07",2525
"Montenegro","2020-08",1762
"Montenegro","2020-09",5937
"Montenegro","2020-10",7569
"Montenegro","2020-11",16924
"Montenegro","2020-12",12982
"Montenegro","2021-01",13412
"Montenegro","2021-02",14175
"Montenegro","2021-03",15384
"Montenegro","2021-04",6171
"Montenegro","2021-05",2234
"Montenegro","2021-06",629
"Montenegro","2021-07",1100
"Morocco","2020-03",617
"Morocco","2020-04",3806
"Morocco","2020-05",3384
"Morocco","2020-06",4726
"Morocco","2020-07",11789
"Morocco","2020-08",38268
"Morocco","2020-09",61063
"Morocco","2020-10",95431
"Morocco","2020-11",137252
"Morocco","2020-12",82857
"Morocco","2021-01",31964
"Morocco","2021-02",12497
"Morocco","2021-03",12443
"Morocco","2021-04",15152
"Morocco","2021-05",7967
"Morocco","2021-06",12145
"Morocco","2021-07",57087
"Mozambique","2020-03",8
"Mozambique","2020-04",68
"Mozambique","2020-05",178
