"LOCATION","Country","VAR","Variable","EDI","Edition","Frequency","Time","Unit","Value"
"SVN","Slovenia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2016","National currency",426758025
"SVN","Slovenia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2016","National currency",415294380
"SVN","Slovenia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2016","National currency",467854191
"SVN","Slovenia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2017","National currency",512016004
"SVN","Slovenia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2017","National currency",648389866
"SVN","Slovenia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2017","National currency",707119781
"SVN","Slovenia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2017","National currency",767174348
"SVN","Slovenia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2018","National currency",721350688
"SVN","Slovenia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2018","National currency",658736816
"SVN","Slovenia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2018","National currency",586561305
"SVN","Slovenia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2018","National currency",626651191
"SVN","Slovenia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2019","National currency",647051317
"SVN","Slovenia",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2019","National currency",645549173
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2015","National currency",-4.7556e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2015","National currency",-2.3597e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2015","National currency",-6.2738e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2015","National currency",-5.3115e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2016","National currency",-6.2544e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2016","National currency",-1.0532e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2016","National currency",-4.6477e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2016","National currency",-5.548e+09
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2017","National currency",-3.7459e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2017","National currency",-2.2102e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2017","National currency",-4.3481e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2017","National currency",-1.5192e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2018","National currency",-7.2744e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2018","National currency",-2.4596e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2018","National currency",-5.8488e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2018","National currency",-1.7133e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2019","National currency",-5.7064e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2019","National currency",-3.0595e+10
"ZAF","South Africa",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2019","National currency",-6.2178e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2015","National currency",8.5171e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2015","National currency",4.6954e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2015","National currency",7.7232e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2015","National currency",6.8446e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2016","National currency",8.4542e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2016","National currency",9.2231e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2016","National currency",8.949e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2016","National currency",8.3563e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2017","National currency",8.7969e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2017","National currency",4.2556e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2017","National currency",1.15377e+11
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2017","National currency",1.03612e+11
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2018","National currency",1.02397e+11
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2018","National currency",9.229e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q3-2018","National currency",7.8942e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q4-2018","National currency",8.552e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q1-2019","National currency",9.5194e+10
"EA19","Euro area (19 countries)",701,"Balance of Payments - current account balance",202001,"January 2020","Quarterly","Q2-2019","National currency",5.7082e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2015","National currency",-1.2641e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2015","National currency",-2.0667e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2015","National currency",-2.0215e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2015","National currency",-2.2273e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2016","National currency",-1.7092e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2016","National currency",-1.789e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2016","National currency",-1.4269e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2016","National currency",-6.462e+09
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2017","National currency",-6.677e+09
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2017","National currency",-1.0848e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2017","National currency",-1.2883e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2017","National currency",-1.5882e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2018","National currency",-9.994e+09
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2018","National currency",-1.2326e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2018","National currency",-1.0188e+10
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2018","National currency",-6.453e+09
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2019","National currency",-1.749e+09
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2019","National currency",4.669e+09
"AUS","Australia",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2019","National currency",7.855e+09
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2015","National currency",1877418764
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2015","National currency",1730362378
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2015","National currency",1249363665
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2015","National currency",1082855193
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2016","National currency",3267002764
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2016","National currency",2701649885
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2016","National currency",2773028734
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2016","National currency",999318617
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2017","National currency",345880633
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2017","National currency",1194686036
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2017","National currency",1390703944
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2017","National currency",2814729386
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2018","National currency",2831479563
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2018","National currency",2281719385
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2018","National currency",2725858323
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2018","National currency",1144942729
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2019","National currency",1828437784
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2019","National currency",2050226453
"AUT","Austria",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2019","National currency",2618300300
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2015","National currency",3.5e+08
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2015","National currency",6.036e+09
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2015","National currency",-1.286e+09
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2015","National currency",6.64e+08
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2016","National currency",3.313e+09
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2016","National currency",1.505e+09
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2016","National currency",-1.712e+09
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2016","National currency",-7.34e+08
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2017","National currency",1.494e+09
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2017","National currency",1.196e+09
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2017","National currency",1.895e+09
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2017","National currency",8.88e+08
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2018","National currency",5.44e+08
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2018","National currency",-7.89e+08
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2018","National currency",-1.464e+09
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2018","National currency",-2.871e+09
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2019","National currency",-1.145e+09
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2019","National currency",-2.736e+09
"BEL","Belgium",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2019","National currency",-1.288e+09
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2015","National currency",-1.9319e+10
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2015","National currency",-1.6654e+10
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2015","National currency",-1.5683e+10
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2015","National currency",-1.7913e+10
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2016","National currency",-1.8642e+10
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2016","National currency",-1.7807e+10
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2016","National currency",-1.6411e+10
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2016","National currency",-9.693e+09
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2017","National currency",-1.1625e+10
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2017","National currency",-1.4277e+10
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2017","National currency",-1.7975e+10
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2017","National currency",-1.6316e+10
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2018","National currency",-1.5344e+10
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2018","National currency",-1.4462e+10
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2018","National currency",-9.949e+09
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2018","National currency",-1.5744e+10
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2019","National currency",-1.6836e+10
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2019","National currency",-6.74e+09
"CAN","Canada",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2019","National currency",-9.855e+09
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2015","National currency",9.3367e+10
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2015","National currency",-4.8374e+10
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2015","National currency",-4.8395e+10
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2015","National currency",1.4685e+10
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2016","National currency",1.19547e+11
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2016","National currency",-1.0017e+10
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2016","National currency",-1.9212e+10
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2016","National currency",-1.6098e+10
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2017","National currency",1.10523e+11
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2017","National currency",-2.117e+09
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2017","National currency",-3.0053e+10
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2017","National currency",5.111e+09
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2018","National currency",5.1453e+10
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2018","National currency",5.388e+09
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2018","National currency",-5.239e+10
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2018","National currency",1.1084e+10
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2019","National currency",4.3898e+10
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2019","National currency",3.1242e+10
"CZE","Czech Republic",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2019","National currency",-5.8423e+10
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2015","National currency",52523478795
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2015","National currency",37917915726
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2015","National currency",44015103319
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2015","National currency",33439502159
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2016","National currency",40412846586
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2016","National currency",41037524873
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2016","National currency",33244682482
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2016","National currency",49157946058
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2017","National currency",46685568065
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2017","National currency",46484444999
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2017","National currency",39137888382
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2017","National currency",36365098554
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2018","National currency",38169191638
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2018","National currency",26416820563
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2018","National currency",45513657990
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2018","National currency",47769329809
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2019","National currency",34391884674
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2019","National currency",51269523514
"DNK","Denmark",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2019","National currency",57486515351
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2015","National currency",-1.142e+09
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2015","National currency",-1.126e+09
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2015","National currency",4.83e+08
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2015","National currency",-1.97e+08
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2016","National currency",-9.83e+08
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2016","National currency",-2.323e+09
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2016","National currency",-3.8e+08
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2016","National currency",-7.2e+08
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2017","National currency",-3.32e+08
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2017","National currency",-1.893e+09
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2017","National currency",1.9e+08
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2017","National currency",3.2e+08
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2018","National currency",-5.9e+08
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2018","National currency",-2.777e+09
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2018","National currency",-5.17e+08
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2018","National currency",6.89e+08
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2019","National currency",8.21e+08
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2019","National currency",-3.516e+09
"FIN","Finland",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2019","National currency",8.34e+08
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2015","National currency",351732900
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2015","National currency",790512148
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2015","National currency",-2650774517
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2015","National currency",-6583470531
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2016","National currency",-3925471141
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2016","National currency",-1141314893
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2016","National currency",-3747035965
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2016","National currency",-2053178001
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2017","National currency",-10125607259
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2017","National currency",-3163219914
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2017","National currency",865085032
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2017","National currency",-3973257860
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2018","National currency",-6757154023
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2018","National currency",-4150264541
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2018","National currency",-1084988797
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2018","National currency",-3144592640
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2019","National currency",-12260780658
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2019","National currency",-1942623795
"FRA","France",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2019","National currency",-2545985386
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2015","National currency",61949070094
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2015","National currency",63073085619
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2015","National currency",68976094328
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2015","National currency",65921749959
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2016","National currency",62559736499
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2016","National currency",76105897960
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2016","National currency",64845271100
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2016","National currency",61979094442
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2017","National currency",69001785860
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2017","National currency",55205525353
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2017","National currency",69384225202
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2017","National currency",68301463585
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2018","National currency",66469833640
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2018","National currency",65363820399
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2018","National currency",54683720021
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2018","National currency",59513625939
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2019","National currency",65901153756
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2019","National currency",60821618900
"DEU","Germany",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2019","National currency",68478689155
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2015","National currency",-1267052438
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2015","National currency",-1052898783
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2015","National currency",1120948537
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2015","National currency",-237997316
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2016","National currency",-538930655
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2016","National currency",-594770128
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2016","National currency",-373927343
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2016","National currency",-1542371874
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2017","National currency",-424860644
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2017","National currency",-595421578
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2017","National currency",-691412080
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2017","National currency",-1694305698
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q1-2018","National currency",-430674207
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q2-2018","National currency",-1435838388
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q3-2018","National currency",-2001762978
"GRC","Greece",701,"Balance of Payments - current account balance",202002,"February 2020","Quarterly","Q4-2018","National currency",-1362724427
