"LOCATION","Country","VAR","Variable","EDI","Edition","Frequency","Time","Unit","Value"
"SWE","Sweden",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",2.8207e+10
"SWE","Sweden",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",2.7821e+10
"SWE","Sweden",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",3.6094e+10
"SWE","Sweden",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",3.5467e+10
"SWE","Sweden",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",1.7584e+10
"SWE","Sweden",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",4.2e+08
"SWE","Sweden",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",3.6096e+10
"SWE","Sweden",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",2.9005e+10
"SWE","Sweden",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",6.2654e+10
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",15714505366
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",19352424059
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",22279366295
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",16175413545
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",7476375501
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",18283366886
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",15155419269
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",21394118074
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",10951735942
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",14381675027
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",6181382969
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",13144525562
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",17113866477
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",22965094999
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",14915709102
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",15578470163
"CHE","Switzerland",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",20029534753
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",-9443745174
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",-8535589907
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",-6593813501
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",-7606751418
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",-7629595688
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",-8494888926
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",-8578357884
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",-8504917502
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",-8326440433
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",-9187190539
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",-13906611949
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",-15862627079
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",-15790338309
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",-10766757982
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",-2523991764
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",2001558055
"TUR","Turkey",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",-1175785049
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",-2.4699e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",-1.679e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",-1.9513e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",-3.2163e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",-2.6569e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",-2.5401e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",-3.0967e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",-1.9853e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",-1.5427e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",-2.104e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",-1.6175e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",-1.5723e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",-1.7682e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",-1.7267e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",-2.2988e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",-2.3707e+10
"GBR","United Kingdom",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",-3.0045e+10
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",-1.02141e+11
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",-9.8045e+10
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",-1.09188e+11
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",-9.839e+10
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",-1.12435e+11
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",-1.03316e+11
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",-1.06792e+11
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",-1.05806e+11
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",-1.04295e+11
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",-1.22874e+11
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",-9.9708e+10
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",-1.12769e+11
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",-1.14001e+11
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",-1.07311e+11
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",-1.25739e+11
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",-1.43927e+11
"USA","United States",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",-1.30403e+11
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",-22597786473
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",-15470638419
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",-10265900952
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",-6137915379
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",-5120101749
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",-5186714248
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",-5572914848
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",-8129382555
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",355284764
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",270590975
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",-2502763998
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",-5358079231
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",-3920510266
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",-4006523724
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",-5129564208
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",-1454351840
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",-3843349268
"BRA","Brazil",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2019","National currency",-7452934113
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",-837069672
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",-1046863989
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",-2040879001
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",-1722658828
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",-1291857706
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",-1042367299
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",-1361744373
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",-264066354
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",-2238268605
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",-1836985955
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",-924711636
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",-964557556
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",-1204988258
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",-2484569178
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",-2436027198
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",-3031676013
"CHL","Chile",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",-2040283917
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",622466942965
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",526264161064
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",346994646845
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",399299475457
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",559659858080
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",426609533113
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",340630823506
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",8298775470
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",268513138729
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",458176369898
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",310069758471
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",275249349052
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",74724600900
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",46481000546
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",90134801009
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",141358815225
"CHN","China (People's Republic of)",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",541110626943
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",69269280
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",200716634
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",93935599
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",58650669
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",43788994
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",138628227
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",218668598
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",71915095
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",272761018
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",103409624
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",196097271
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",274866483
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",263326560
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",168164589
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",-20868184
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",169749892
"EST","Estonia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",257654122
"IND","India",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",-234201204886
"IND","India",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",-376993870802
"IND","India",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",-458213717791
"IND","India",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",-385389063161
"IND","India",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",-169042857160
"IND","India",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",-30746700302
"IND","India",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",-120023106263
"IND","India",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",-495178786985
"IND","India",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",-378190021629
"IND","India",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",-906275868530
"IND","India",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",-315440027676
"IND","India",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",-869361969365
"IND","India",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",-996498329328
"IND","India",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",-1040122164968
"IND","India",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",-1182810983851
"IND","India",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",-1236852708754
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",-4848591409
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",-4137889119
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",-3751247317
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",-4781022155
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",-5425947926
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",-4768749824
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",-3767267135
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",-2990285114
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",-3930362184
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",-2914609944
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",-3705772312
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",-5644855559
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",-6629124503
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",-6496983546
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",-9783152321
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",-8141219630
"IDN","Indonesia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",-7345767538
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",3073200000
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",4197900000
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",4288300000
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",3519500000
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",2858200000
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",3444700000
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",1822600000
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",3.398e+09
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",2436900000
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",2469900000
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",2505700000
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",2055400000
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",1735100000
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",2337400000
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",3256400000
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",2764100000
"ISR","Israel",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",2606700000
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",1.9e+07
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",-5.3e+07
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",-1.06e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",3.3e+07
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",2.18e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",2e+07
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",1.47e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",-7e+06
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",2.38e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",-1.1e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",-9.3e+07
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",1.18e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",2.16e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",9.4e+07
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",-3.41e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",-1.82e+08
"LVA","Latvia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",2.99e+08
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",-390800000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",-230300000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",-265240000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",-46270000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",1890000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",-123180000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",-247650000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",-148010000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",299050000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",66340000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2017","National currency",-75990000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2017","National currency",201220000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2018","National currency",350620000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2018","National currency",-4100000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2018","National currency",-25460000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2018","National currency",430020000
"LTU","Lithuania",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2019","National currency",764050000
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2015","National currency",29807390000
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2015","National currency",16330120000
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2015","National currency",7451360000
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2015","National currency",14188400000
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2016","National currency",12534930000
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2016","National currency",1781040000
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q3-2016","National currency",128510000
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q4-2016","National currency",10024290000
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q1-2017","National currency",21141650000
"RUS","Russia",701,"Balance of Payments - current account balance",201908,"August 2019","Quarterly","Q2-2017","National currency",1571200000
