"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,100.313,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,100.6365,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,100.9173,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,101.1127,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,100.9403,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,100.0553,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,98.73063,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,98.16653,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,98.24181,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,98.51831,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,98.69061,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,98.85144,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,99.16691,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,99.68185,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,100.0721,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,100.2302,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,100.6883,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,101.3417,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,102.0247,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,102.3305,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","IRL","Ireland","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units",,,102.3005,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,101.819,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,101.7504,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,101.6253,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,101.5212,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,101.3684,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,101.1091,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,100.8788,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,100.7951,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,100.8295,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,100.8083,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,100.7924,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,100.601,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,100.3804,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,100.243,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,100.2113,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,100.356,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,100.3299,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,99.83142,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,98.98905,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,98.61172,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,98.82183,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,99.40499,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,99.71035,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,99.83483,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,99.73781,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,99.39282,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,99.18833,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,99.41664,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,99.78803,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,100.2794,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,100.8735,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,101.5919,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,102.481,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","ITA","Italy","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units",,,103.2802,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,100.3037,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,100.2393,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,100.1681,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,100.0651,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,99.91347,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,99.74715,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,99.55934,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,99.37794,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,99.14983,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,98.89185,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,98.61552,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,98.37243,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,98.25756,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,98.4398,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,98.82159,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,99.03886,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,98.83785,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,97.97943,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,96.43994,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,95.05727,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,94.79401,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,95.29748,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,95.89144,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,96.40807,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,96.92783,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,97.20213,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,97.16549,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,96.93442,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,96.87437,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,97.2542,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,97.63847,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,97.78236,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,97.94548,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","JPN","Japan","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units",,,98.32301,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,99.85904,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,99.6998,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,99.54143,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,99.54426,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,99.67256,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,99.85925,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,99.9841,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,99.9916,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,99.79649,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,99.56557,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,99.34951,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,99.26807,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,99.4978,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,99.83582,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,100.14,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,100.2346,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,99.94093,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,98.92163,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,97.50768,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,96.65163,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,96.69267,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,97.13158,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,97.56421,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,97.85143,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,98.02154,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,98.56149,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,98.98322,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,99.03445,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,99.20575,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,99.49168,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,99.85902,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,100.2653,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,100.7633,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","KOR","Korea","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units",,,101.3538,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,102.0362,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,102.1001,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,102.305,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,102.4082,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,102.4828,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,102.5898,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,102.7785,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,102.8299,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,102.6665,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,102.4132,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,102.2238,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,102.0482,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,101.7467,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,101.6026,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,101.688,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,101.709,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units",,,101.2565,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units",,,100.3844,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units",,,98.7523,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units",,,97.17078,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2020-05","May-2020","IDX","Index","0","Units",,,96.95159,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units",,,97.44796,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units",,,97.58342,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units",,,97.56303,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units",,,97.83984,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units",,,97.93806,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units",,,97.74764,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units",,,97.94996,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units",,,98.29995,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units",,,98.88304,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units",,,99.95227,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units",,,101.3077,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2021-05","May-2021","IDX","Index","0","Units",,,102.2376,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","LUX","Luxembourg","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units",,,103.0812,,
"CSCICP03","OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa","MEX","Mexico","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,102.4886,,
