"LOCATION","Country","VAR","Variable","EDI","Edition","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"JPN","Japan","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2019-Q1","Q1-2019","NATCUR","National currency","0","Units",,,3790631455000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q1","Q1-2015","NATCUR","National currency","0","Units",,,27584800000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q2","Q2-2015","NATCUR","National currency","0","Units",,,25611800000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q3","Q3-2015","NATCUR","National currency","0","Units",,,26659000000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q4","Q4-2015","NATCUR","National currency","0","Units",,,25262300000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q1","Q1-2016","NATCUR","National currency","0","Units",,,30383600000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q2","Q2-2016","NATCUR","National currency","0","Units",,,26630700000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q3","Q3-2016","NATCUR","National currency","0","Units",,,20166900000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q4","Q4-2016","NATCUR","National currency","0","Units",,,20742300000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q1","Q1-2017","NATCUR","National currency","0","Units",,,18464200000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q2","Q2-2017","NATCUR","National currency","0","Units",,,15635100000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q3","Q3-2017","NATCUR","National currency","0","Units",,,22150500000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q4","Q4-2017","NATCUR","National currency","0","Units",,,18980600000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q1","Q1-2018","NATCUR","National currency","0","Units",,,15600500000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q2","Q2-2018","NATCUR","National currency","0","Units",,,19458400000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q3","Q3-2018","NATCUR","National currency","0","Units",,,24894100000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q4","Q4-2018","NATCUR","National currency","0","Units",,,16455700000,,
"KOR","Korea","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2019-Q1","Q1-2019","NATCUR","National currency","0","Units",,,11795200000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q1","Q1-2015","NATCUR","National currency","0","Units",,,754000000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q2","Q2-2015","NATCUR","National currency","0","Units",,,-2074000000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q3","Q3-2015","NATCUR","National currency","0","Units",,,3149000000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q4","Q4-2015","NATCUR","National currency","0","Units",,,812000000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q1","Q1-2016","NATCUR","National currency","0","Units",,,640000000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q2","Q2-2016","NATCUR","National currency","0","Units",,,-196000000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q3","Q3-2016","NATCUR","National currency","0","Units",,,2661000000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q4","Q4-2016","NATCUR","National currency","0","Units",,,-409000000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q1","Q1-2017","NATCUR","National currency","0","Units",,,1934000000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q2","Q2-2017","NATCUR","National currency","0","Units",,,-545000000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q3","Q3-2017","NATCUR","National currency","0","Units",,,639000000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q4","Q4-2017","NATCUR","National currency","0","Units",,,728000000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q1","Q1-2018","NATCUR","National currency","0","Units",,,2369000000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q2","Q2-2018","NATCUR","National currency","0","Units",,,-903000000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q3","Q3-2018","NATCUR","National currency","0","Units",,,1917000000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q4","Q4-2018","NATCUR","National currency","0","Units",,,-593000000,,
"LUX","Luxembourg","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2019-Q1","Q1-2019","NATCUR","National currency","0","Units",,,725000000,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q1","Q1-2015","NATCUR","National currency","0","Units",,,-6225695702,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q2","Q2-2015","NATCUR","National currency","0","Units",,,-8406055860,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q3","Q3-2015","NATCUR","National currency","0","Units",,,-8786908481,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q4","Q4-2015","NATCUR","National currency","0","Units",,,-7263339957,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q1","Q1-2016","NATCUR","National currency","0","Units",,,-5531264461,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q2","Q2-2016","NATCUR","National currency","0","Units",,,-7423046652,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q3","Q3-2016","NATCUR","National currency","0","Units",,,-5373217944,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q4","Q4-2016","NATCUR","National currency","0","Units",,,-5972470943,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q1","Q1-2017","NATCUR","National currency","0","Units",,,-5777722923,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q2","Q2-2017","NATCUR","National currency","0","Units",,,-2774869605,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q3","Q3-2017","NATCUR","National currency","0","Units",,,-6031358306,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q4","Q4-2017","NATCUR","National currency","0","Units",,,-4974149166,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q1","Q1-2018","NATCUR","National currency","0","Units",,,-4541157744,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q2","Q2-2018","NATCUR","National currency","0","Units",,,-4598856289,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q3","Q3-2018","NATCUR","National currency","0","Units",,,-8043606751,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q4","Q4-2018","NATCUR","National currency","0","Units",,,-4458779216,,
"MEX","Mexico","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2019-Q1","Q1-2019","NATCUR","National currency","0","Units",,,-2436082518,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q1","Q1-2015","NATCUR","National currency","0","Units",,,26497758040,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q2","Q2-2015","NATCUR","National currency","0","Units",,,-12402038261,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q3","Q3-2015","NATCUR","National currency","0","Units",,,14765951022,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q4","Q4-2015","NATCUR","National currency","0","Units",,,14560329198,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q1","Q1-2016","NATCUR","National currency","0","Units",,,12473021135,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q2","Q2-2016","NATCUR","National currency","0","Units",,,13366908549,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q3","Q3-2016","NATCUR","National currency","0","Units",,,13187005249,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q4","Q4-2016","NATCUR","National currency","0","Units",,,18077065067,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q1","Q1-2017","NATCUR","National currency","0","Units",,,20645374000,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q2","Q2-2017","NATCUR","National currency","0","Units",,,17853263344,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q3","Q3-2017","NATCUR","National currency","0","Units",,,19171770669,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q4","Q4-2017","NATCUR","National currency","0","Units",,,22195591987,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q1","Q1-2018","NATCUR","National currency","0","Units",,,16302344904,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q2","Q2-2018","NATCUR","National currency","0","Units",,,17051035819,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q3","Q3-2018","NATCUR","National currency","0","Units",,,19036073949,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q4","Q4-2018","NATCUR","National currency","0","Units",,,31781545328,,
"NLD","Netherlands","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2019-Q1","Q1-2019","NATCUR","National currency","0","Units",,,15704674486,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q1","Q1-2015","NATCUR","National currency","0","Units",,,-1731000000,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q2","Q2-2015","NATCUR","National currency","0","Units",,,-2114000000,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q3","Q3-2015","NATCUR","National currency","0","Units",,,-1447000000,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q4","Q4-2015","NATCUR","National currency","0","Units",,,-1826000000,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q1","Q1-2016","NATCUR","National currency","0","Units",,,-1133000000,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q2","Q2-2016","NATCUR","National currency","0","Units",,,-1378000000,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q3","Q3-2016","NATCUR","National currency","0","Units",,,-1897000000,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q4","Q4-2016","NATCUR","National currency","0","Units",,,-1336000000,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q1","Q1-2017","NATCUR","National currency","0","Units",,,-2525000000,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q2","Q2-2017","NATCUR","National currency","0","Units",,,-1621000000,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q3","Q3-2017","NATCUR","National currency","0","Units",,,-1902000000,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q4","Q4-2017","NATCUR","National currency","0","Units",,,-2073000000,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q1","Q1-2018","NATCUR","National currency","0","Units",,,-3112000000,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q2","Q2-2018","NATCUR","National currency","0","Units",,,-2716000000,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q3","Q3-2018","NATCUR","National currency","0","Units",,,-2546000000,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q4","Q4-2018","NATCUR","National currency","0","Units",,,-2674000000,,
"NZL","New Zealand","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2019-Q1","Q1-2019","NATCUR","National currency","0","Units",,,-2614000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q1","Q1-2015","NATCUR","National currency","0","Units",,,80709000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q2","Q2-2015","NATCUR","National currency","0","Units",,,62541000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q3","Q3-2015","NATCUR","National currency","0","Units",,,56965000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q4","Q4-2015","NATCUR","National currency","0","Units",,,48612000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q1","Q1-2016","NATCUR","National currency","0","Units",,,41610000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q2","Q2-2016","NATCUR","National currency","0","Units",,,20687000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q3","Q3-2016","NATCUR","National currency","0","Units",,,17874000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q4","Q4-2016","NATCUR","National currency","0","Units",,,44395000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q1","Q1-2017","NATCUR","National currency","0","Units",,,60009000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q2","Q2-2017","NATCUR","National currency","0","Units",,,59482000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q3","Q3-2017","NATCUR","National currency","0","Units",,,32939000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q4","Q4-2017","NATCUR","National currency","0","Units",,,33791000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q1","Q1-2018","NATCUR","National currency","0","Units",,,76883000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q2","Q2-2018","NATCUR","National currency","0","Units",,,66971000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q3","Q3-2018","NATCUR","National currency","0","Units",,,93742000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q4","Q4-2018","NATCUR","National currency","0","Units",,,47318000000,,
"NOR","Norway","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2019-Q1","Q1-2019","NATCUR","National currency","0","Units",,,67778000000,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q1","Q1-2015","NATCUR","National currency","0","Units",,,-811514909,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q2","Q2-2015","NATCUR","National currency","0","Units",,,-106876125,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q3","Q3-2015","NATCUR","National currency","0","Units",,,-1624628728,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q4","Q4-2015","NATCUR","National currency","0","Units",,,-179473724,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q1","Q1-2016","NATCUR","National currency","0","Units",,,-936322265,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q2","Q2-2016","NATCUR","National currency","0","Units",,,297962167,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q3","Q3-2016","NATCUR","National currency","0","Units",,,-2145451617,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q4","Q4-2016","NATCUR","National currency","0","Units",,,299073649,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q1","Q1-2017","NATCUR","National currency","0","Units",,,1410793400,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q2","Q2-2017","NATCUR","National currency","0","Units",,,-811150563,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q3","Q3-2017","NATCUR","National currency","0","Units",,,1143545828,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q4","Q4-2017","NATCUR","National currency","0","Units",,,-999431985,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q1","Q1-2018","NATCUR","National currency","0","Units",,,-624089856,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q2","Q2-2018","NATCUR","National currency","0","Units",,,-256304934,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q3","Q3-2018","NATCUR","National currency","0","Units",,,-1692066530,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q4","Q4-2018","NATCUR","National currency","0","Units",,,-846805157,,
"POL","Poland","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2019-Q1","Q1-2019","NATCUR","National currency","0","Units",,,-14217826,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q1","Q1-2015","NATCUR","National currency","0","Units",,,-449000000,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q2","Q2-2015","NATCUR","National currency","0","Units",,,-1016000000,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q3","Q3-2015","NATCUR","National currency","0","Units",,,1709000000,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q4","Q4-2015","NATCUR","National currency","0","Units",,,-34000000,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q1","Q1-2016","NATCUR","National currency","0","Units",,,-173000000,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q2","Q2-2016","NATCUR","National currency","0","Units",,,-1044000000,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q3","Q3-2016","NATCUR","National currency","0","Units",,,1833000000,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q4","Q4-2016","NATCUR","National currency","0","Units",,,486000000,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q1","Q1-2017","NATCUR","National currency","0","Units",,,-471000000,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q2","Q2-2017","NATCUR","National currency","0","Units",,,-1103000000,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q3","Q3-2017","NATCUR","National currency","0","Units",,,1918000000,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q4","Q4-2017","NATCUR","National currency","0","Units",,,534000000,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q1","Q1-2018","NATCUR","National currency","0","Units",,,-408000000,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q2","Q2-2018","NATCUR","National currency","0","Units",,,-2003000000,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q3","Q3-2018","NATCUR","National currency","0","Units",,,1488000000,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q4","Q4-2018","NATCUR","National currency","0","Units",,,-307000000,,
"PRT","Portugal","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2019-Q1","Q1-2019","NATCUR","National currency","0","Units",,,-1591000000,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q1","Q1-2015","NATCUR","National currency","0","Units",,,-117491259,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q2","Q2-2015","NATCUR","National currency","0","Units",,,-747471007,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q3","Q3-2015","NATCUR","National currency","0","Units",,,-651973649,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q4","Q4-2015","NATCUR","National currency","0","Units",,,-26766615,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q1","Q1-2016","NATCUR","National currency","0","Units",,,-401561833,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q2","Q2-2016","NATCUR","National currency","0","Units",,,-661030938,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q3","Q3-2016","NATCUR","National currency","0","Units",,,-294779860,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q4","Q4-2016","NATCUR","National currency","0","Units",,,-584863534,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q1","Q1-2017","NATCUR","National currency","0","Units",,,-830955385,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q2","Q2-2017","NATCUR","National currency","0","Units",,,-648700173,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q3","Q3-2017","NATCUR","National currency","0","Units",,,-253460529,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q4","Q4-2017","NATCUR","National currency","0","Units",,,-122716698,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q1","Q1-2018","NATCUR","National currency","0","Units",,,-523658510,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q2","Q2-2018","NATCUR","National currency","0","Units",,,-881439731,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q3","Q3-2018","NATCUR","National currency","0","Units",,,-410378672,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q4","Q4-2018","NATCUR","National currency","0","Units",,,-835454402,,
"SVK","Slovak Republic","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2019-Q1","Q1-2019","NATCUR","National currency","0","Units",,,-421047893,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q1","Q1-2015","NATCUR","National currency","0","Units",,,-2551000000,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q2","Q2-2015","NATCUR","National currency","0","Units",,,3150000000,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q3","Q3-2015","NATCUR","National currency","0","Units",,,4812000000,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q4","Q4-2015","NATCUR","National currency","0","Units",,,7144000000,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q1","Q1-2016","NATCUR","National currency","0","Units",,,-399000000,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q2","Q2-2016","NATCUR","National currency","0","Units",,,6826000000,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q3","Q3-2016","NATCUR","National currency","0","Units",,,8896000000,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2016-Q4","Q4-2016","NATCUR","National currency","0","Units",,,9921000000,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q1","Q1-2017","NATCUR","National currency","0","Units",,,-1367000000,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q2","Q2-2017","NATCUR","National currency","0","Units",,,5811000000,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q3","Q3-2017","NATCUR","National currency","0","Units",,,6656000000,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2017-Q4","Q4-2017","NATCUR","National currency","0","Units",,,10412000000,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q1","Q1-2018","NATCUR","National currency","0","Units",,,-1972000000,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q2","Q2-2018","NATCUR","National currency","0","Units",,,3613000000,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q3","Q3-2018","NATCUR","National currency","0","Units",,,2979000000,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2018-Q4","Q4-2018","NATCUR","National currency","0","Units",,,6529000000,,
"ESP","Spain","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2019-Q1","Q1-2019","NATCUR","National currency","0","Units",,,-5545000000,,
"SWE","Sweden","701","Balance of Payments - current account balance","201907","July 2019","Q","Quarterly","2015-Q1","Q1-2015","NATCUR","National currency","0","Units",,,45513000000,,
