"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,1.3125,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,1.3221,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,1.239,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,1.19,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,1.1906,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,1.13,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,0.919,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,0.8304,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,0.5776,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,0.5981,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,0.6373,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,0.765,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,0.8308,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,0.7235,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,0.633,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,0.4609,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,0.3577,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,0.2743,,
"IRLTLT01","Long-term interest rate","GBR","United Kingdom","ST","Level, ratio or index","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,0.278,,
