"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","LOAN_GUARANTEES","Government loan guarantees, SMEs","2010","2010","EUR","Euro","6","Millions",,,173,,
"AUT","Austria","LOAN_GUARANTEES","Government loan guarantees, SMEs","2011","2011","EUR","Euro","6","Millions",,,143,,
"AUT","Austria","LOAN_GUARANTEES","Government loan guarantees, SMEs","2012","2012","EUR","Euro","6","Millions",,,158,,
"AUT","Austria","LOAN_GUARANTEES","Government loan guarantees, SMEs","2013","2013","EUR","Euro","6","Millions",,,167,,
"AUT","Austria","LOAN_GUARANTEES","Government loan guarantees, SMEs","2014","2014","EUR","Euro","6","Millions",,,172,,
"AUT","Austria","LOAN_GUARANTEES","Government loan guarantees, SMEs","2015","2015","EUR","Euro","6","Millions",,,204,,
"AUT","Austria","LOAN_GUARANTEES","Government loan guarantees, SMEs","2016","2016","EUR","Euro","6","Millions",,,192,,
"AUT","Austria","LOAN_GUARANTEES","Government loan guarantees, SMEs","2017","2017","EUR","Euro","6","Millions",,,279.23,,
"AUT","Austria","LOAN_GUARANTEES","Government loan guarantees, SMEs","2018","2018","EUR","Euro","6","Millions",,,300.76,,
"AUT","Austria","LOAN_GUARANTEES","Government loan guarantees, SMEs","2019","2019","EUR","Euro","6","Millions",,,365.98,,
"AUT","Austria","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2007","2007","EUR","Euro","6","Millions",,,429,,
"AUT","Austria","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2008","2008","EUR","Euro","6","Millions",,,211,,
"AUT","Austria","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2009","2009","EUR","Euro","6","Millions",,,279,,
"AUT","Austria","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2010","2010","EUR","Euro","6","Millions",,,226,,
"AUT","Austria","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2011","2011","EUR","Euro","6","Millions",,,185,,
"AUT","Austria","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2012","2012","EUR","Euro","6","Millions",,,207,,
"AUT","Austria","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2013","2013","EUR","Euro","6","Millions",,,211,,
"AUT","Austria","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2014","2014","EUR","Euro","6","Millions",,,225,,
"AUT","Austria","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2015","2015","EUR","Euro","6","Millions",,,258,,
"AUT","Austria","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2016","2016","EUR","Euro","6","Millions",,,282,,
"AUT","Austria","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2017","2017","EUR","Euro","6","Millions",,,413.77,,
"AUT","Austria","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2018","2018","EUR","Euro","6","Millions",,,395.34,,
"AUT","Austria","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2019","2019","EUR","Euro","6","Millions",,,548.79,,
"AUT","Austria","DIRECT_LOANS","Direct government loans, SMEs","2007","2007",,,"6","Millions",,,535,,
"AUT","Austria","DIRECT_LOANS","Direct government loans, SMEs","2008","2008",,,"6","Millions",,,579,,
"AUT","Austria","DIRECT_LOANS","Direct government loans, SMEs","2009","2009",,,"6","Millions",,,574,,
"AUT","Austria","DIRECT_LOANS","Direct government loans, SMEs","2010","2010",,,"6","Millions",,,607,,
"AUT","Austria","DIRECT_LOANS","Direct government loans, SMEs","2011","2011",,,"6","Millions",,,633,,
"AUT","Austria","DIRECT_LOANS","Direct government loans, SMEs","2012","2012",,,"6","Millions",,,539,,
"AUT","Austria","DIRECT_LOANS","Direct government loans, SMEs","2013","2013",,,"6","Millions",,,594,,
"AUT","Austria","DIRECT_LOANS","Direct government loans, SMEs","2014","2014",,,"6","Millions",,,490,,
"AUT","Austria","DIRECT_LOANS","Direct government loans, SMEs","2015","2015",,,"6","Millions",,,543,,
"AUT","Austria","DIRECT_LOANS","Direct government loans, SMEs","2016","2016",,,"6","Millions",,,454,,
"AUT","Austria","DIRECT_LOANS","Direct government loans, SMEs","2017","2017",,,"6","Millions",,,649.15,,
"AUT","Austria","DIRECT_LOANS","Direct government loans, SMEs","2018","2018",,,"6","Millions",,,545.01,,
"AUT","Austria","DIRECT_LOANS","Direct government loans, SMEs","2019","2019",,,"6","Millions",,,630.53,,
"AUT","Austria","INTEREST_RATE_SMES","Interest rate, SMEs","2007","2007","PC","Percentage","0","Units",,,5.11,,
"AUT","Austria","INTEREST_RATE_SMES","Interest rate, SMEs","2008","2008","PC","Percentage","0","Units",,,5.47,,
"AUT","Austria","INTEREST_RATE_SMES","Interest rate, SMEs","2009","2009","PC","Percentage","0","Units",,,2.89,,
"AUT","Austria","INTEREST_RATE_SMES","Interest rate, SMEs","2010","2010","PC","Percentage","0","Units",,,2.43,,
"AUT","Austria","INTEREST_RATE_SMES","Interest rate, SMEs","2011","2011","PC","Percentage","0","Units",,,2.92,,
"AUT","Austria","INTEREST_RATE_SMES","Interest rate, SMEs","2012","2012","PC","Percentage","0","Units",,,2.46,,
"AUT","Austria","INTEREST_RATE_SMES","Interest rate, SMEs","2013","2013","PC","Percentage","0","Units",,,2.28,,
"AUT","Austria","INTEREST_RATE_SMES","Interest rate, SMEs","2014","2014","PC","Percentage","0","Units",,,2.27,,
"AUT","Austria","INTEREST_RATE_SMES","Interest rate, SMEs","2015","2015","PC","Percentage","0","Units",,,2.02,,
"AUT","Austria","INTEREST_RATE_SMES","Interest rate, SMEs","2016","2016","PC","Percentage","0","Units",,,1.92,,
"AUT","Austria","INTEREST_RATE_SMES","Interest rate, SMEs","2017","2017","PC","Percentage","0","Units",,,1.8,,
"AUT","Austria","INTEREST_RATE_SMES","Interest rate, SMEs","2018","2018","PC","Percentage","0","Units",,,1.82,,
"AUT","Austria","INTEREST_RATE_SMES","Interest rate, SMEs","2019","2019","PC","Percentage","0","Units",,,1.8,,
"AUT","Austria","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2007","2007","PC","Percentage","0","Units",,,4.69,,
"AUT","Austria","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2008","2008","PC","Percentage","0","Units",,,5.04,,
"AUT","Austria","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2009","2009","PC","Percentage","0","Units",,,2.33,,
"AUT","Austria","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2010","2010","PC","Percentage","0","Units",,,1.96,,
"AUT","Austria","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2011","2011","PC","Percentage","0","Units",,,2.55,,
"AUT","Austria","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2012","2012","PC","Percentage","0","Units",,,1.98,,
"AUT","Austria","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2013","2013","PC","Percentage","0","Units",,,1.77,,
"AUT","Austria","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2014","2014","PC","Percentage","0","Units",,,1.74,,
"AUT","Austria","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2015","2015","PC","Percentage","0","Units",,,1.61,,
"AUT","Austria","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2016","2016","PC","Percentage","0","Units",,,1.54,,
"AUT","Austria","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2017","2017","PC","Percentage","0","Units",,,1.45,,
"AUT","Austria","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2018","2018","PC","Percentage","0","Units",,,1.38,,
"AUT","Austria","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2019","2019","PC","Percentage","0","Units",,,1.32,,
"AUT","Austria","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2007","2007","PC","Percentage","0","Units",,,0.42,,
"AUT","Austria","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2008","2008","PC","Percentage","0","Units",,,0.43,,
"AUT","Austria","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2009","2009","PC","Percentage","0","Units",,,0.56,,
"AUT","Austria","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2010","2010","PC","Percentage","0","Units",,,0.47,,
"AUT","Austria","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2011","2011","PC","Percentage","0","Units",,,0.37,,
"AUT","Austria","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2012","2012","PC","Percentage","0","Units",,,0.48,,
"AUT","Austria","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2013","2013","PC","Percentage","0","Units",,,0.51,,
"AUT","Austria","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2014","2014","PC","Percentage","0","Units",,,0.53,,
"AUT","Austria","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2015","2015","PC","Percentage","0","Units",,,0.41,,
"AUT","Austria","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2016","2016","PC","Percentage","0","Units",,,0.38,,
"AUT","Austria","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2017","2017","PC","Percentage","0","Units",,,0.35,,
"AUT","Austria","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2018","2018","PC","Percentage","0","Units",,,0.44,,
"AUT","Austria","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2019","2019","PC","Percentage","0","Units",,,0.48,,
"AUT","Austria","VC","Growth capital and venture capital","2007","2007","EUR","Euro","6","Millions",,,83.79,,
"AUT","Austria","VC","Growth capital and venture capital","2008","2008","EUR","Euro","6","Millions",,,73.03,,
"AUT","Austria","VC","Growth capital and venture capital","2009","2009","EUR","Euro","6","Millions",,,113.1,,
"AUT","Austria","VC","Growth capital and venture capital","2010","2010","EUR","Euro","6","Millions",,,75.29,,
"AUT","Austria","VC","Growth capital and venture capital","2011","2011","EUR","Euro","6","Millions",,,208.67,,
"AUT","Austria","VC","Growth capital and venture capital","2012","2012","EUR","Euro","6","Millions",,,64.55,,
"AUT","Austria","VC","Growth capital and venture capital","2013","2013","EUR","Euro","6","Millions",,,82.02,,
"AUT","Austria","VC","Growth capital and venture capital","2014","2014","EUR","Euro","6","Millions",,,104.84,,
"AUT","Austria","VC","Growth capital and venture capital","2015","2015","EUR","Euro","6","Millions",,,197.07,,
"AUT","Austria","VC","Growth capital and venture capital","2016","2016","EUR","Euro","6","Millions",,,85.48,,
"AUT","Austria","VC","Growth capital and venture capital","2017","2017","EUR","Euro","6","Millions",,,286.75,,
"AUT","Austria","VC","Growth capital and venture capital","2018","2018","EUR","Euro","6","Millions",,,134.89,,
"AUT","Austria","VC","Growth capital and venture capital","2019","2019","EUR","Euro","6","Millions",,,168.42,,
"AUT","Austria","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2008","2008","PC","Percentage","0","Units",,,-12.84,,
"AUT","Austria","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2009","2009","PC","Percentage","0","Units",,,54.87,,
"AUT","Austria","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2010","2010","PC","Percentage","0","Units",,,-33.44,,
"AUT","Austria","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2011","2011","PC","Percentage","0","Units",,,177.17,,
"AUT","Austria","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2012","2012","PC","Percentage","0","Units",,,-69.07,,
"AUT","Austria","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2013","2013","PC","Percentage","0","Units",,,27.06,,
"AUT","Austria","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2014","2014","PC","Percentage","0","Units",,,27.83,,
"AUT","Austria","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2015","2015","PC","Percentage","0","Units",,,87.97,,
"AUT","Austria","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2016","2016","PC","Percentage","0","Units",,,-56.63,,
"AUT","Austria","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2017","2017","PC","Percentage","0","Units",,,235.47,,
"AUT","Austria","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2018","2018","PC","Percentage","0","Units",,,-52.96,,
"AUT","Austria","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2019","2019","PC","Percentage","0","Units",,,24.86,,
"AUT","Austria","PAYMENT_DELAYS","Payment delays, B2B","2008","2008","DAY","Days","0","Units",,,8,,
"AUT","Austria","PAYMENT_DELAYS","Payment delays, B2B","2009","2009","DAY","Days","0","Units",,,8,,
"AUT","Austria","PAYMENT_DELAYS","Payment delays, B2B","2010","2010","DAY","Days","0","Units",,,11,,
"AUT","Austria","PAYMENT_DELAYS","Payment delays, B2B","2011","2011","DAY","Days","0","Units",,,12,,
"AUT","Austria","PAYMENT_DELAYS","Payment delays, B2B","2012","2012","DAY","Days","0","Units",,,11,,
"AUT","Austria","PAYMENT_DELAYS","Payment delays, B2B","2013","2013","DAY","Days","0","Units",,,12,,
"AUT","Austria","PAYMENT_DELAYS","Payment delays, B2B","2014","2014","DAY","Days","0","Units",,,13,,
"AUT","Austria","PAYMENT_DELAYS","Payment delays, B2B","2015","2015","DAY","Days","0","Units",,,4,,
"AUT","Austria","PAYMENT_DELAYS","Payment delays, B2B","2016","2016","DAY","Days","0","Units",,,4,,
"AUT","Austria","PAYMENT_DELAYS","Payment delays, B2B","2017","2017","DAY","Days","0","Units",,,2,,
"AUT","Austria","PAYMENT_DELAYS","Payment delays, B2B","2018","2018","DAY","Days","0","Units",,,1,,
"AUT","Austria","PAYMENT_DELAYS","Payment delays, B2B","2019","2019","DAY","Days","0","Units",,,1,,
"AUT","Austria","SME_BANKRUPTCIES","Bankruptcies, SMEs","2007","2007",,,"0","Units",,,6295,,
"AUT","Austria","SME_BANKRUPTCIES","Bankruptcies, SMEs","2008","2008",,,"0","Units",,,6315,,
"AUT","Austria","SME_BANKRUPTCIES","Bankruptcies, SMEs","2009","2009",,,"0","Units",,,6902,,
"AUT","Austria","SME_BANKRUPTCIES","Bankruptcies, SMEs","2010","2010",,,"0","Units",,,6376,,
"AUT","Austria","SME_BANKRUPTCIES","Bankruptcies, SMEs","2011","2011",,,"0","Units",,,5869,,
"AUT","Austria","SME_BANKRUPTCIES","Bankruptcies, SMEs","2012","2012",,,"0","Units",,,6041,,
"AUT","Austria","SME_BANKRUPTCIES","Bankruptcies, SMEs","2013","2013",,,"0","Units",,,5459,,
"AUT","Austria","SME_BANKRUPTCIES","Bankruptcies, SMEs","2014","2014",,,"0","Units",,,5423,,
"AUT","Austria","SME_BANKRUPTCIES","Bankruptcies, SMEs","2015","2015",,,"0","Units",,,5150,,
"AUT","Austria","SME_BANKRUPTCIES","Bankruptcies, SMEs","2016","2016",,,"0","Units",,,5226,,
"AUT","Austria","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2008","2008","PC","Percentage","0","Units",,,0.32,,
"AUT","Austria","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2009","2009","PC","Percentage","0","Units",,,9.3,,
"AUT","Austria","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2010","2010","PC","Percentage","0","Units",,,-7.62,,
"AUT","Austria","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2011","2011","PC","Percentage","0","Units",,,-7.95,,
"AUT","Austria","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2012","2012","PC","Percentage","0","Units",,,2.93,,
"AUT","Austria","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2013","2013","PC","Percentage","0","Units",,,-9.63,,
"AUT","Austria","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2014","2014","PC","Percentage","0","Units",,,-0.66,,
"AUT","Austria","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2015","2015","PC","Percentage","0","Units",,,-5.03,,
"AUT","Austria","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2016","2016","PC","Percentage","0","Units",,,1.48,,
"AUT","Austria","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2009","2009","PC","Percentage","0","Units",,,59.82,,
"AUT","Austria","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2010","2010","PC","Percentage","0","Units",,,54.59,,
"AUT","Austria","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2011","2011","PC","Percentage","0","Units",,,52.17,,
"AUT","Austria","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2012","2012","PC","Percentage","0","Units",,,52.43,,
"AUT","Austria","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2013","2013","PC","Percentage","0","Units",,,51.06,,
"AUT","Austria","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2014","2014","PC","Percentage","0","Units",,,48.76,,
"AUT","Austria","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2015","2015","PC","Percentage","0","Units",,,41.21,,
"AUT","Austria","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2016","2016","PC","Percentage","0","Units",,,40.14,,
"AUT","Austria","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2017","2017","PC","Percentage","0","Units",,,30.58,,
"AUT","Austria","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2018","2018","PC","Percentage","0","Units",,,24.42,,
"AUT","Austria","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2019","2019","PC","Percentage","0","Units",,,22.85,,
"BEL","Belgium","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2007","2007","EUR","Euro","6","Millions",,,82833,,
"BEL","Belgium","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2008","2008","EUR","Euro","6","Millions",,,89066,,
"BEL","Belgium","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2009","2009","EUR","Euro","6","Millions",,,88925,,
"BEL","Belgium","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2010","2010","EUR","Euro","6","Millions",,,93900,,
"BEL","Belgium","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2011","2011","EUR","Euro","6","Millions",,,100031,,
"BEL","Belgium","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2012","2012","EUR","Euro","6","Millions",,,109646,,
"BEL","Belgium","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2013","2013","EUR","Euro","6","Millions",,,109487,,
"BEL","Belgium","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2014","2014","EUR","Euro","6","Millions",,,100743,,
"BEL","Belgium","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2015","2015","EUR","Euro","6","Millions",,,104422,,
"BEL","Belgium","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2016","2016","EUR","Euro","6","Millions",,,108005,,
"BEL","Belgium","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2017","2017","EUR","Euro","6","Millions",,,115709,,
"BEL","Belgium","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2018","2018","EUR","Euro","6","Millions",,,123901,,
"BEL","Belgium","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2019","2019","EUR","Euro","6","Millions",,,127019,,
"BEL","Belgium","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2007","2007","EUR","Euro","6","Millions",,,134211,,
"BEL","Belgium","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2008","2008","EUR","Euro","6","Millions",,,149389,,
"BEL","Belgium","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2009","2009","EUR","Euro","6","Millions",,,141761,,
"BEL","Belgium","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2010","2010","EUR","Euro","6","Millions",,,150610,,
"BEL","Belgium","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2011","2011","EUR","Euro","6","Millions",,,153739,,
"BEL","Belgium","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2012","2012","EUR","Euro","6","Millions",,,167571,,
"BEL","Belgium","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2013","2013","EUR","Euro","6","Millions",,,161973,,
"BEL","Belgium","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2014","2014","EUR","Euro","6","Millions",,,151734,,
"BEL","Belgium","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2015","2015","EUR","Euro","6","Millions",,,164596,,
"BEL","Belgium","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2016","2016","EUR","Euro","6","Millions",,,163354,,
"BEL","Belgium","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2017","2017","EUR","Euro","6","Millions",,,173591,,
"BEL","Belgium","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2018","2018","EUR","Euro","6","Millions",,,184087,,
"BEL","Belgium","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2019","2019","EUR","Euro","6","Millions",,,188821,,
"BEL","Belgium","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2007","2007","PC","Percentage","0","Units",,,61.72,,
"BEL","Belgium","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2008","2008","PC","Percentage","0","Units",,,59.62,,
"BEL","Belgium","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2009","2009","PC","Percentage","0","Units",,,62.73,,
"BEL","Belgium","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2010","2010","PC","Percentage","0","Units",,,62.35,,
"BEL","Belgium","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2011","2011","PC","Percentage","0","Units",,,65.07,,
"BEL","Belgium","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2012","2012","PC","Percentage","0","Units",,,65.43,,
"BEL","Belgium","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2013","2013","PC","Percentage","0","Units",,,67.6,,
"BEL","Belgium","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2014","2014","PC","Percentage","0","Units",,,66.39,,
"BEL","Belgium","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2015","2015","PC","Percentage","0","Units",,,63.44,,
"BEL","Belgium","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2016","2016","PC","Percentage","0","Units",,,66.12,,
"BEL","Belgium","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2017","2017","PC","Percentage","0","Units",,,66.66,,
"BEL","Belgium","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2018","2018","PC","Percentage","0","Units",,,67.31,,
"BEL","Belgium","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2019","2019","PC","Percentage","0","Units",,,67.27,,
"BEL","Belgium","SME_LENDING_ST","Short-term loans, SMEs ","2007","2007","EUR","Euro","6","Millions",,,37394,,
"BEL","Belgium","SME_LENDING_ST","Short-term loans, SMEs ","2008","2008","EUR","Euro","6","Millions",,,40355,,
"BEL","Belgium","SME_LENDING_ST","Short-term loans, SMEs ","2009","2009","EUR","Euro","6","Millions",,,34120,,
"BEL","Belgium","SME_LENDING_ST","Short-term loans, SMEs ","2010","2010","EUR","Euro","6","Millions",,,35414,,
"BEL","Belgium","SME_LENDING_ST","Short-term loans, SMEs ","2011","2011","EUR","Euro","6","Millions",,,36476,,
"BEL","Belgium","SME_LENDING_ST","Short-term loans, SMEs ","2012","2012","EUR","Euro","6","Millions",,,34484,,
"BEL","Belgium","SME_LENDING_ST","Short-term loans, SMEs ","2013","2013","EUR","Euro","6","Millions",,,33829,,
"BEL","Belgium","SME_LENDING_ST","Short-term loans, SMEs ","2014","2014","EUR","Euro","6","Millions",,,31360,,
"BEL","Belgium","SME_LENDING_ST","Short-term loans, SMEs ","2015","2015","EUR","Euro","6","Millions",,,30890,,
"BEL","Belgium","SME_LENDING_ST","Short-term loans, SMEs ","2016","2016","EUR","Euro","6","Millions",,,31995,,
"BEL","Belgium","SME_LENDING_ST","Short-term loans, SMEs ","2017","2017","EUR","Euro","6","Millions",,,33618,,
"BEL","Belgium","SME_LENDING_ST","Short-term loans, SMEs ","2018","2018","EUR","Euro","6","Millions",,,36680,,
"BEL","Belgium","SME_LENDING_ST","Short-term loans, SMEs ","2019","2019","EUR","Euro","6","Millions",,,36747,,
"BEL","Belgium","SME_LENDING_LT","Long-term loans, SMEs ","2007","2007","EUR","Euro","6","Millions",,,59676,,
"BEL","Belgium","SME_LENDING_LT","Long-term loans, SMEs ","2008","2008","EUR","Euro","6","Millions",,,66092,,
"BEL","Belgium","SME_LENDING_LT","Long-term loans, SMEs ","2009","2009","EUR","Euro","6","Millions",,,72233,,
"BEL","Belgium","SME_LENDING_LT","Long-term loans, SMEs ","2010","2010","EUR","Euro","6","Millions",,,77194,,
"BEL","Belgium","SME_LENDING_LT","Long-term loans, SMEs ","2011","2011","EUR","Euro","6","Millions",,,79329,,
"BEL","Belgium","SME_LENDING_LT","Long-term loans, SMEs ","2012","2012","EUR","Euro","6","Millions",,,82484,,
"BEL","Belgium","SME_LENDING_LT","Long-term loans, SMEs ","2013","2013","EUR","Euro","6","Millions",,,83893,,
"BEL","Belgium","SME_LENDING_LT","Long-term loans, SMEs ","2014","2014","EUR","Euro","6","Millions",,,80301,,
"BEL","Belgium","SME_LENDING_LT","Long-term loans, SMEs ","2015","2015","EUR","Euro","6","Millions",,,84724,,
"BEL","Belgium","SME_LENDING_LT","Long-term loans, SMEs ","2016","2016","EUR","Euro","6","Millions",,,90780,,
"BEL","Belgium","SME_LENDING_LT","Long-term loans, SMEs ","2017","2017","EUR","Euro","6","Millions",,,97769,,
"BEL","Belgium","SME_LENDING_LT","Long-term loans, SMEs ","2018","2018","EUR","Euro","6","Millions",,,103466,,
"BEL","Belgium","SME_LENDING_LT","Long-term loans, SMEs ","2019","2019","EUR","Euro","6","Millions",,,109576,,
"BEL","Belgium","LOAN_GUARANTEES","Government loan guarantees, SMEs","2008","2008","EUR","Euro","6","Millions",,,156.54,,
"BEL","Belgium","LOAN_GUARANTEES","Government loan guarantees, SMEs","2009","2009","EUR","Euro","6","Millions",,,411.94,,
"BEL","Belgium","LOAN_GUARANTEES","Government loan guarantees, SMEs","2010","2010","EUR","Euro","6","Millions",,,553.94,,
"BEL","Belgium","LOAN_GUARANTEES","Government loan guarantees, SMEs","2011","2011","EUR","Euro","6","Millions",,,317.51,,
"BEL","Belgium","LOAN_GUARANTEES","Government loan guarantees, SMEs","2012","2012","EUR","Euro","6","Millions",,,266.01,,
"BEL","Belgium","LOAN_GUARANTEES","Government loan guarantees, SMEs","2013","2013","EUR","Euro","6","Millions",,,480.21,,
"BEL","Belgium","LOAN_GUARANTEES","Government loan guarantees, SMEs","2014","2014","EUR","Euro","6","Millions",,,265.6,,
"BEL","Belgium","LOAN_GUARANTEES","Government loan guarantees, SMEs","2015","2015","EUR","Euro","6","Millions",,,448.23,,
"BEL","Belgium","LOAN_GUARANTEES","Government loan guarantees, SMEs","2016","2016","EUR","Euro","6","Millions",,,398.34,,
"BEL","Belgium","LOAN_GUARANTEES","Government loan guarantees, SMEs","2017","2017","EUR","Euro","6","Millions",,,458.36,,
"BEL","Belgium","LOAN_GUARANTEES","Government loan guarantees, SMEs","2018","2018","EUR","Euro","6","Millions",,,612,,
