"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","LOAN_GUARANTEES","Government loan guarantees, SMEs","2019","2019","EUR","Euro","6","Millions",,,520,,
"BEL","Belgium","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2008","2008","EUR","Euro","6","Millions",,,312.67,,
"BEL","Belgium","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2009","2009","EUR","Euro","6","Millions",,,832.7,,
"BEL","Belgium","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2010","2010","EUR","Euro","6","Millions",,,888.38,,
"BEL","Belgium","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2011","2011","EUR","Euro","6","Millions",,,561.74,,
"BEL","Belgium","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2012","2012","EUR","Euro","6","Millions",,,484.34,,
"BEL","Belgium","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2013","2013","EUR","Euro","6","Millions",,,826.07,,
"BEL","Belgium","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2014","2014","EUR","Euro","6","Millions",,,476.75,,
"BEL","Belgium","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2015","2015","EUR","Euro","6","Millions",,,805.59,,
"BEL","Belgium","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2016","2016","EUR","Euro","6","Millions",,,735.91,,
"BEL","Belgium","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2017","2017","EUR","Euro","6","Millions",,,828.26,,
"BEL","Belgium","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2018","2018","EUR","Euro","6","Millions",,,1130,,
"BEL","Belgium","GUARANTEED_LOANS","Government guaranteed loans, SMEs","2019","2019","EUR","Euro","6","Millions",,,993,,
"BEL","Belgium","DIRECT_LOANS","Direct government loans, SMEs","2008","2008","EUR","Euro","6","Millions",,,113.71,,
"BEL","Belgium","DIRECT_LOANS","Direct government loans, SMEs","2009","2009","EUR","Euro","6","Millions",,,142.2,,
"BEL","Belgium","DIRECT_LOANS","Direct government loans, SMEs","2010","2010","EUR","Euro","6","Millions",,,141.87,,
"BEL","Belgium","DIRECT_LOANS","Direct government loans, SMEs","2011","2011","EUR","Euro","6","Millions",,,148.29,,
"BEL","Belgium","DIRECT_LOANS","Direct government loans, SMEs","2012","2012","EUR","Euro","6","Millions",,,170.54,,
"BEL","Belgium","DIRECT_LOANS","Direct government loans, SMEs","2013","2013","EUR","Euro","6","Millions",,,235.62,,
"BEL","Belgium","INTEREST_RATE_SMES","Interest rate, SMEs","2007","2007","PC","Percentage","0","Units",,,5.45,,
"BEL","Belgium","INTEREST_RATE_SMES","Interest rate, SMEs","2008","2008","PC","Percentage","0","Units",,,5.7,,
"BEL","Belgium","INTEREST_RATE_SMES","Interest rate, SMEs","2009","2009","PC","Percentage","0","Units",,,3.01,,
"BEL","Belgium","INTEREST_RATE_SMES","Interest rate, SMEs","2010","2010","PC","Percentage","0","Units",,,2.51,,
"BEL","Belgium","INTEREST_RATE_SMES","Interest rate, SMEs","2011","2011","PC","Percentage","0","Units",,,2.88,,
"BEL","Belgium","INTEREST_RATE_SMES","Interest rate, SMEs","2012","2012","PC","Percentage","0","Units",,,2.32,,
"BEL","Belgium","INTEREST_RATE_SMES","Interest rate, SMEs","2013","2013","PC","Percentage","0","Units",,,2.06,,
"BEL","Belgium","INTEREST_RATE_SMES","Interest rate, SMEs","2014","2014","PC","Percentage","0","Units",,,2.09,,
"BEL","Belgium","INTEREST_RATE_SMES","Interest rate, SMEs","2015","2015","PC","Percentage","0","Units",,,1.83,,
"BEL","Belgium","INTEREST_RATE_SMES","Interest rate, SMEs","2016","2016","PC","Percentage","0","Units",,,1.72,,
"BEL","Belgium","INTEREST_RATE_SMES","Interest rate, SMEs","2017","2017","PC","Percentage","0","Units",,,1.66,,
"BEL","Belgium","INTEREST_RATE_SMES","Interest rate, SMEs","2018","2018","PC","Percentage","0","Units",,,1.6,,
"BEL","Belgium","INTEREST_RATE_SMES","Interest rate, SMEs","2019","2019","PC","Percentage","0","Units",,,1.57,,
"BEL","Belgium","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2007","2007","PC","Percentage","0","Units",,,4.72,,
"BEL","Belgium","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2008","2008","PC","Percentage","0","Units",,,5.05,,
"BEL","Belgium","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2009","2009","PC","Percentage","0","Units",,,2.09,,
"BEL","Belgium","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2010","2010","PC","Percentage","0","Units",,,1.7,,
"BEL","Belgium","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2011","2011","PC","Percentage","0","Units",,,2.22,,
"BEL","Belgium","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2012","2012","PC","Percentage","0","Units",,,1.74,,
"BEL","Belgium","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2013","2013","PC","Percentage","0","Units",,,1.76,,
"BEL","Belgium","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2014","2014","PC","Percentage","0","Units",,,1.77,,
"BEL","Belgium","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2015","2015","PC","Percentage","0","Units",,,1.6,,
"BEL","Belgium","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2016","2016","PC","Percentage","0","Units",,,1.34,,
"BEL","Belgium","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2017","2017","PC","Percentage","0","Units",,,1.4,,
"BEL","Belgium","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2018","2018","PC","Percentage","0","Units",,,1.35,,
"BEL","Belgium","INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","2019","2019","PC","Percentage","0","Units",,,1.31,,
"BEL","Belgium","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2007","2007","PC","Percentage","0","Units",,,0.73,,
"BEL","Belgium","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2008","2008","PC","Percentage","0","Units",,,0.65,,
"BEL","Belgium","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2009","2009","PC","Percentage","0","Units",,,0.92,,
"BEL","Belgium","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2010","2010","PC","Percentage","0","Units",,,0.81,,
"BEL","Belgium","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2011","2011","PC","Percentage","0","Units",,,0.66,,
"BEL","Belgium","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2012","2012","PC","Percentage","0","Units",,,0.58,,
"BEL","Belgium","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2013","2013","PC","Percentage","0","Units",,,0.3,,
"BEL","Belgium","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2014","2014","PC","Percentage","0","Units",,,0.32,,
"BEL","Belgium","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2015","2015","PC","Percentage","0","Units",,,0.23,,
"BEL","Belgium","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2016","2016","PC","Percentage","0","Units",,,0.38,,
"BEL","Belgium","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2017","2017","PC","Percentage","0","Units",,,0.26,,
"BEL","Belgium","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2018","2018","PC","Percentage","0","Units",,,0.25,,
"BEL","Belgium","INTEREST_RATE_SPREAD","Interest rate spread (% points)","2019","2019","PC","Percentage","0","Units",,,0.26,,
"BEL","Belgium","COLLATERAL","Collateral, SMEs (% of SMEs needing collateral to obtain bank lending)","2010","2010","PC","Percentage","0","Units",,,74.3,,
"BEL","Belgium","COLLATERAL","Collateral, SMEs (% of SMEs needing collateral to obtain bank lending)","2011","2011","PC","Percentage","0","Units",,,71.9,,
"BEL","Belgium","COLLATERAL","Collateral, SMEs (% of SMEs needing collateral to obtain bank lending)","2012","2012","PC","Percentage","0","Units",,,78.6,,
"BEL","Belgium","UTILISATION","Utilisation rate (SME loans used/ authorised)","2007","2007","PC","Percentage","0","Units",,,77.8,,
"BEL","Belgium","UTILISATION","Utilisation rate (SME loans used/ authorised)","2008","2008","PC","Percentage","0","Units",,,79.05,,
"BEL","Belgium","UTILISATION","Utilisation rate (SME loans used/ authorised)","2009","2009","PC","Percentage","0","Units",,,80.69,,
"BEL","Belgium","UTILISATION","Utilisation rate (SME loans used/ authorised)","2010","2010","PC","Percentage","0","Units",,,80.07,,
"BEL","Belgium","UTILISATION","Utilisation rate (SME loans used/ authorised)","2011","2011","PC","Percentage","0","Units",,,80.16,,
"BEL","Belgium","UTILISATION","Utilisation rate (SME loans used/ authorised)","2012","2012","PC","Percentage","0","Units",,,77.45,,
"BEL","Belgium","UTILISATION","Utilisation rate (SME loans used/ authorised)","2013","2013","PC","Percentage","0","Units",,,77.79,,
"BEL","Belgium","UTILISATION","Utilisation rate (SME loans used/ authorised)","2014","2014","PC","Percentage","0","Units",,,79.76,,
"BEL","Belgium","UTILISATION","Utilisation rate (SME loans used/ authorised)","2015","2015","PC","Percentage","0","Units",,,79.62,,
"BEL","Belgium","UTILISATION","Utilisation rate (SME loans used/ authorised)","2016","2016","PC","Percentage","0","Units",,,80.01,,
"BEL","Belgium","UTILISATION","Utilisation rate (SME loans used/ authorised)","2017","2017","PC","Percentage","0","Units",,,79.86,,
"BEL","Belgium","UTILISATION","Utilisation rate (SME loans used/ authorised)","2018","2018","PC","Percentage","0","Units",,,80.39,,
"BEL","Belgium","UTILISATION","Utilisation rate (SME loans used/ authorised)","2019","2019","PC","Percentage","0","Units",,,80.89,,
"BEL","Belgium","VC","Growth capital and venture capital","2007","2007","EUR","Euro","6","Millions",,,502.26,,
"BEL","Belgium","VC","Growth capital and venture capital","2008","2008","EUR","Euro","6","Millions",,,507.83,,
"BEL","Belgium","VC","Growth capital and venture capital","2009","2009","EUR","Euro","6","Millions",,,618.05,,
"BEL","Belgium","VC","Growth capital and venture capital","2010","2010","EUR","Euro","6","Millions",,,363.6,,
"BEL","Belgium","VC","Growth capital and venture capital","2011","2011","EUR","Euro","6","Millions",,,411.11,,
"BEL","Belgium","VC","Growth capital and venture capital","2012","2012","EUR","Euro","6","Millions",,,445.36,,
"BEL","Belgium","VC","Growth capital and venture capital","2013","2013","EUR","Euro","6","Millions",,,438.09,,
"BEL","Belgium","VC","Growth capital and venture capital","2014","2014","EUR","Euro","6","Millions",,,580.86,,
"BEL","Belgium","VC","Growth capital and venture capital","2015","2015","EUR","Euro","6","Millions",,,548.18,,
"BEL","Belgium","VC","Growth capital and venture capital","2016","2016","EUR","Euro","6","Millions",,,843.14,,
"BEL","Belgium","VC","Growth capital and venture capital","2017","2017","EUR","Euro","6","Millions",,,767.18,,
"BEL","Belgium","VC","Growth capital and venture capital","2018","2018","EUR","Euro","6","Millions",,,837.5,,
"BEL","Belgium","VC","Growth capital and venture capital","2019","2019","EUR","Euro","6","Millions",,,1175.17,,
"BEL","Belgium","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2008","2008","PC","Percentage","0","Units",,,1.11,,
"BEL","Belgium","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2009","2009","PC","Percentage","0","Units",,,21.7,,
"BEL","Belgium","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2010","2010","PC","Percentage","0","Units",,,-41.17,,
"BEL","Belgium","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2011","2011","PC","Percentage","0","Units",,,13.07,,
"BEL","Belgium","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2012","2012","PC","Percentage","0","Units",,,8.33,,
"BEL","Belgium","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2013","2013","PC","Percentage","0","Units",,,-1.63,,
"BEL","Belgium","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2014","2014","PC","Percentage","0","Units",,,32.59,,
"BEL","Belgium","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2015","2015","PC","Percentage","0","Units",,,-5.63,,
"BEL","Belgium","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2016","2016","PC","Percentage","0","Units",,,53.81,,
"BEL","Belgium","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2017","2017","PC","Percentage","0","Units",,,-9.01,,
"BEL","Belgium","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2018","2018","PC","Percentage","0","Units",,,9.17,,
"BEL","Belgium","VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","2019","2019","PC","Percentage","0","Units",,,40.32,,
"BEL","Belgium","PAYMENT_DELAYS","Payment delays, B2B","2009","2009","DAY","Days","0","Units",,,17,,
"BEL","Belgium","PAYMENT_DELAYS","Payment delays, B2B","2010","2010","DAY","Days","0","Units",,,17,,
"BEL","Belgium","PAYMENT_DELAYS","Payment delays, B2B","2011","2011","DAY","Days","0","Units",,,15,,
"BEL","Belgium","PAYMENT_DELAYS","Payment delays, B2B","2012","2012","DAY","Days","0","Units",,,19,,
"BEL","Belgium","PAYMENT_DELAYS","Payment delays, B2B","2013","2013","DAY","Days","0","Units",,,18,,
"BEL","Belgium","PAYMENT_DELAYS","Payment delays, B2B","2014","2014","DAY","Days","0","Units",,,19,,
"BEL","Belgium","PAYMENT_DELAYS","Payment delays, B2B","2015","2015","DAY","Days","0","Units",,,13,,
"BEL","Belgium","PAYMENT_DELAYS","Payment delays, B2B","2016","2016","DAY","Days","0","Units",,,10,,
"BEL","Belgium","PAYMENT_DELAYS","Payment delays, B2B","2017","2017","DAY","Days","0","Units",,,8,,
"BEL","Belgium","PAYMENT_DELAYS","Payment delays, B2B","2018","2018","DAY","Days","0","Units",,,9,,
"BEL","Belgium","PAYMENT_DELAYS","Payment delays, B2B","2019","2019","DAY","Days","0","Units",,,7,,
"BEL","Belgium","SME_BANKRUPTCIES","Bankruptcies, SMEs","2007","2007","NBR","Number","0","Units",,,7652,,
"BEL","Belgium","SME_BANKRUPTCIES","Bankruptcies, SMEs","2008","2008","NBR","Number","0","Units",,,8443,,
"BEL","Belgium","SME_BANKRUPTCIES","Bankruptcies, SMEs","2009","2009","NBR","Number","0","Units",,,9391,,
"BEL","Belgium","SME_BANKRUPTCIES","Bankruptcies, SMEs","2010","2010","NBR","Number","0","Units",,,9531,,
"BEL","Belgium","SME_BANKRUPTCIES","Bankruptcies, SMEs","2011","2011","NBR","Number","0","Units",,,10187,,
"BEL","Belgium","SME_BANKRUPTCIES","Bankruptcies, SMEs","2012","2012","NBR","Number","0","Units",,,10526,,
"BEL","Belgium","SME_BANKRUPTCIES","Bankruptcies, SMEs","2013","2013","NBR","Number","0","Units",,,11680,,
"BEL","Belgium","SME_BANKRUPTCIES","Bankruptcies, SMEs","2014","2014","NBR","Number","0","Units",,,10675,,
"BEL","Belgium","SME_BANKRUPTCIES","Bankruptcies, SMEs","2015","2015","NBR","Number","0","Units",,,9728,,
"BEL","Belgium","SME_BANKRUPTCIES","Bankruptcies, SMEs","2016","2016","NBR","Number","0","Units",,,9134,,
"BEL","Belgium","SME_BANKRUPTCIES","Bankruptcies, SMEs","2017","2017","NBR","Number","0","Units",,,9935,,
"BEL","Belgium","SME_BANKRUPTCIES","Bankruptcies, SMEs","2018","2018","NBR","Number","0","Units",,,9860,,
"BEL","Belgium","SME_BANKRUPTCIES","Bankruptcies, SMEs","2019","2019","NBR","Number","0","Units",,,10567,,
"BEL","Belgium","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2008","2008","PC","Percentage","0","Units",,,10.34,,
"BEL","Belgium","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2009","2009","PC","Percentage","0","Units",,,11.23,,
"BEL","Belgium","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2010","2010","PC","Percentage","0","Units",,,1.49,,
"BEL","Belgium","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2011","2011","PC","Percentage","0","Units",,,6.88,,
"BEL","Belgium","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2012","2012","PC","Percentage","0","Units",,,3.33,,
"BEL","Belgium","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2013","2013","PC","Percentage","0","Units",,,10.96,,
"BEL","Belgium","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2014","2014","PC","Percentage","0","Units",,,-8.6,,
"BEL","Belgium","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2015","2015","PC","Percentage","0","Units",,,-8.87,,
"BEL","Belgium","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2016","2016","PC","Percentage","0","Units",,,-6.11,,
"BEL","Belgium","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2017","2017","PC","Percentage","0","Units",,,8.77,,
"BEL","Belgium","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2018","2018","PC","Percentage","0","Units",,,-0.75,,
"BEL","Belgium","SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","2019","2019","PC","Percentage","0","Units",,,7.17,,
"BEL","Belgium","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2007","2007","PC","Percentage","0","Units",,,45.14,,
"BEL","Belgium","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2008","2008","PC","Percentage","0","Units",,,45.31,,
"BEL","Belgium","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2009","2009","PC","Percentage","0","Units",,,38.37,,
"BEL","Belgium","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2010","2010","PC","Percentage","0","Units",,,37.71,,
"BEL","Belgium","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2011","2011","PC","Percentage","0","Units",,,36.46,,
"BEL","Belgium","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2012","2012","PC","Percentage","0","Units",,,31.45,,
"BEL","Belgium","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2013","2013","PC","Percentage","0","Units",,,30.9,,
"BEL","Belgium","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2014","2014","PC","Percentage","0","Units",,,31.13,,
"BEL","Belgium","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2015","2015","PC","Percentage","0","Units",,,29.58,,
"BEL","Belgium","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2016","2016","PC","Percentage","0","Units",,,29.62,,
"BEL","Belgium","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2017","2017","PC","Percentage","0","Units",,,29.05,,
"BEL","Belgium","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2018","2018","PC","Percentage","0","Units",,,29.6,,
"BEL","Belgium","ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","2019","2019","PC","Percentage","0","Units",,,28.93,,
"CAN","Canada","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2007","2007","CAD","Canadian Dollar","6","Millions",,,83422,,
"CAN","Canada","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2008","2008","CAD","Canadian Dollar","6","Millions",,,83363,,
"CAN","Canada","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2009","2009","CAD","Canadian Dollar","6","Millions",,,86428,,
"CAN","Canada","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2010","2010","CAD","Canadian Dollar","6","Millions",,,85676,,
"CAN","Canada","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2011","2011","CAD","Canadian Dollar","6","Millions",,,90137,,
"CAN","Canada","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2012","2012","CAD","Canadian Dollar","6","Millions",,,87787,,
"CAN","Canada","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2013","2013","CAD","Canadian Dollar","6","Millions",,,92173,,
"CAN","Canada","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2014","2014","CAD","Canadian Dollar","6","Millions",,,93533,,
"CAN","Canada","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2015","2015","CAD","Canadian Dollar","6","Millions",,,97429,,
"CAN","Canada","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2016","2016","CAD","Canadian Dollar","6","Millions",,,99649,,
"CAN","Canada","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2017","2017","CAD","Canadian Dollar","6","Millions",,,104143,,
"CAN","Canada","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2018","2018","CAD","Canadian Dollar","6","Millions",,,105663,,
"CAN","Canada","SME_LENDING_STOCK","Outstanding business loans, SMEs ","2019","2019","CAD","Canadian Dollar","6","Millions",,,108591,,
"CAN","Canada","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2007","2007","CAD","Canadian Dollar","6","Millions",,,479793,,
"CAN","Canada","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2008","2008","CAD","Canadian Dollar","6","Millions",,,533951,,
"CAN","Canada","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2009","2009","CAD","Canadian Dollar","6","Millions",,,482290,,
"CAN","Canada","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2010","2010","CAD","Canadian Dollar","6","Millions",,,489480,,
"CAN","Canada","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2011","2011","CAD","Canadian Dollar","6","Millions",,,514482,,
"CAN","Canada","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2012","2012","CAD","Canadian Dollar","6","Millions",,,557388,,
"CAN","Canada","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2013","2013","CAD","Canadian Dollar","6","Millions",,,602155,,
"CAN","Canada","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2014","2014","CAD","Canadian Dollar","6","Millions",,,658508,,
"CAN","Canada","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2015","2015","CAD","Canadian Dollar","6","Millions",,,739067,,
"CAN","Canada","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2016","2016","CAD","Canadian Dollar","6","Millions",,,774703,,
"CAN","Canada","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2017","2017","CAD","Canadian Dollar","6","Millions",,,834092,,
"CAN","Canada","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2018","2018","CAD","Canadian Dollar","6","Millions",,,918223,,
"CAN","Canada","CORPORATE_LENDING_STOCK","Outstanding business loans, total ","2019","2019","CAD","Canadian Dollar","6","Millions",,,957660,,
"CAN","Canada","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2007","2007","PC","Percentage","0","Units",,,17.39,,
"CAN","Canada","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2008","2008","PC","Percentage","0","Units",,,15.61,,
"CAN","Canada","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2009","2009","PC","Percentage","0","Units",,,17.92,,
"CAN","Canada","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2010","2010","PC","Percentage","0","Units",,,17.5,,
"CAN","Canada","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2011","2011","PC","Percentage","0","Units",,,17.52,,
"CAN","Canada","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2012","2012","PC","Percentage","0","Units",,,15.75,,
"CAN","Canada","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2013","2013","PC","Percentage","0","Units",,,15.31,,
"CAN","Canada","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2014","2014","PC","Percentage","0","Units",,,14.2,,
"CAN","Canada","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2015","2015","PC","Percentage","0","Units",,,13.18,,
"CAN","Canada","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2016","2016","PC","Percentage","0","Units",,,12.86,,
"CAN","Canada","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2017","2017","PC","Percentage","0","Units",,,12.49,,
"CAN","Canada","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2018","2018","PC","Percentage","0","Units",,,11.51,,
"CAN","Canada","SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","2019","2019","PC","Percentage","0","Units",,,11.34,,
"CAN","Canada","CORPORATE_LENDING_FLOW","New business lending, total","2011","2011","CAD","Canadian Dollar","6","Millions",,,126179,,
"CAN","Canada","CORPORATE_LENDING_FLOW","New business lending, total","2012","2012","CAD","Canadian Dollar","6","Millions",,,141639,,
"CAN","Canada","CORPORATE_LENDING_FLOW","New business lending, total","2013","2013","CAD","Canadian Dollar","6","Millions",,,151027,,
"CAN","Canada","CORPORATE_LENDING_FLOW","New business lending, total","2014","2014","CAD","Canadian Dollar","6","Millions",,,168678,,
"CAN","Canada","CORPORATE_LENDING_FLOW","New business lending, total","2015","2015","CAD","Canadian Dollar","6","Millions",,,188351,,
"CAN","Canada","CORPORATE_LENDING_FLOW","New business lending, total","2016","2016","CAD","Canadian Dollar","6","Millions",,,203990,,
"CAN","Canada","CORPORATE_LENDING_FLOW","New business lending, total","2017","2017","CAD","Canadian Dollar","6","Millions",,,233939,,
"CAN","Canada","CORPORATE_LENDING_FLOW","New business lending, total","2018","2018","CAD","Canadian Dollar","6","Millions",,,269722,,
"CAN","Canada","SME_LENDING_FLOW","New business lending, SMEs","2011","2011","CAD","Canadian Dollar","6","Millions",,,20176,,
"CAN","Canada","SME_LENDING_FLOW","New business lending, SMEs","2012","2012","CAD","Canadian Dollar","6","Millions",,,21670,,
"CAN","Canada","SME_LENDING_FLOW","New business lending, SMEs","2013","2013","CAD","Canadian Dollar","6","Millions",,,22806,,
"CAN","Canada","SME_LENDING_FLOW","New business lending, SMEs","2014","2014","CAD","Canadian Dollar","6","Millions",,,23129,,
"CAN","Canada","SME_LENDING_FLOW","New business lending, SMEs","2015","2015","CAD","Canadian Dollar","6","Millions",,,23971,,
"CAN","Canada","SME_LENDING_FLOW","New business lending, SMEs","2016","2016","CAD","Canadian Dollar","6","Millions",,,22761,,
"CAN","Canada","SME_LENDING_FLOW","New business lending, SMEs","2017","2017","CAD","Canadian Dollar","6","Millions",,,25217,,
"CAN","Canada","SME_LENDING_FLOW","New business lending, SMEs","2018","2018","CAD","Canadian Dollar","6","Millions",,,27185,,
"CAN","Canada","NEW_LENDING_PROPORTION","Share of new SME lending (% of total new lending)","2011","2011","PC","Percentage","0","Units",,,15.99,,
"CAN","Canada","NEW_LENDING_PROPORTION","Share of new SME lending (% of total new lending)","2012","2012","PC","Percentage","0","Units",,,15.3,,
"CAN","Canada","NEW_LENDING_PROPORTION","Share of new SME lending (% of total new lending)","2013","2013","PC","Percentage","0","Units",,,15.1,,
"CAN","Canada","NEW_LENDING_PROPORTION","Share of new SME lending (% of total new lending)","2014","2014","PC","Percentage","0","Units",,,13.71,,
"CAN","Canada","NEW_LENDING_PROPORTION","Share of new SME lending (% of total new lending)","2015","2015","PC","Percentage","0","Units",,,12.73,,
