"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,-0.4013,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-0.3947,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-0.3911,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-0.4088,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-0.4166,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-0.254,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-0.272,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,-0.376,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,-0.4441,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,-0.4797,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-0.4914,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-0.5091,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,-0.5209,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-0.5381,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,-0.5472,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-0.5411,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,-0.5391,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,-0.5382,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,-0.5401,,
"IR3TIB","Short-term interest rates, Per cent per annum","FIN","Finland","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,-0.5429,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.7841083,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.1302,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.1452667,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,0.892,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.7711333,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.7118667,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.7614334,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,0.5441333,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.2518,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-0.2279333,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-0.0472,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.08086666,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-0.005433333,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-0.1754333,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,-0.3193333,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,-0.1752333,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,0.1180667,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,0.859,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,0.9818,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,0.8352,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,0.7784,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,0.781,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,0.754,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,0.6653,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,0.7045,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,0.7658,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,0.8229,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,0.763,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,0.6984,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,0.6456,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,0.5498,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,0.437,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,0.3718,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,0.3045,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,0.0791,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,-0.069,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,-0.3391,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,-0.2757,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,-0.1574,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,-0.0204,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,0.0362,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-0.007,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-0.1772,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-0.0584,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,0.0578,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-0.0301,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,-0.044,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,-0.1478,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,-0.1713,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-0.2072,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-0.2966,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,-0.3262,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-0.3352,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,-0.3052,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-0.1504,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,-0.0701,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,-0.0056,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,0.2068,,
"IRLT","Long-term interest rates, Per cent per annum","FRA","France","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,0.153,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","A","Annual","2018","2018","PC","Percentage","0","Units",,,-0.3220917,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.3563333,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.42515,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,-0.3283,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,-0.3252333,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,-0.3195,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,-0.3153333,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,-0.3085333,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-0.3171,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-0.3967333,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-0.4029667,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.4055,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-0.3006667,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-0.4717333,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,-0.5227,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,-0.5424666,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,-0.5404,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,-0.3285,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,-0.3285,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,-0.3279,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,-0.3285,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,-0.3252,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,-0.322,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,-0.3207,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,-0.319,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,-0.3188,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,-0.3177,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,-0.3164,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,-0.3119,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,-0.308,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,-0.3084,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,-0.3092,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,-0.3105,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,-0.3119,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,-0.3289,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,-0.3649,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,-0.4077,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,-0.4176,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,-0.4129,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,-0.4013,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-0.3947,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-0.3911,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-0.4088,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-0.4166,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-0.254,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-0.272,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,-0.376,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,-0.4441,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,-0.4797,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-0.4914,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-0.5091,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,-0.5209,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,-0.5381,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,-0.5472,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,-0.5411,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,-0.5391,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,-0.5382,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,-0.5401,,
"IR3TIB","Short-term interest rates, Per cent per annum","FRA","France","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,-0.5429,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.3964832,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.2536345,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.5111811,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,0.5545151,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.4192143,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.3121232,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.3000802,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,0.06639322,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,-0.1631029,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,-0.5440379,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,-0.3737903,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.4404849,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-0.4667619,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-0.5236408,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,-0.6138369,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,-0.4645942,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,-0.2790455,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,0.4745454,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,0.659,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,0.53,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,0.4805,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,0.45,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,0.3271429,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,0.275,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,0.2908696,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,0.3705,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,0.3990909,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,0.3140909,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,0.1870588,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,0.1327273,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,0.0555,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,0.01095238,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,-0.0395,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,-0.1345455,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,-0.3152632,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,-0.3882609,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,-0.6490909,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,-0.5947619,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,-0.4695455,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,-0.352381,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,-0.2994444,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,-0.3136364,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,-0.466,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,-0.5418182,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,-0.4495,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,-0.5165,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,-0.4342857,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,-0.5230435,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,-0.5233333,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,-0.5245454,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,-0.6072727,,
"IRLT","Long-term interest rates, Per cent per annum","DEU","Germany","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,-0.6152381,,
