"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",105.817636272712,,
"DEU","Germany","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",105.917652942157,,
"DEU","Germany","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",105.017502917153,,
"DEU","Germany","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",105.517586264377,,
"DEU","Germany","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",106.317719619937,,
"DEU","Germany","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",107.017836306051,,
"DEU","Germany","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",107.517919653276,,
"DEU","Germany","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",108.21803633939,,
"DEU","Germany","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",108.718119686614,,
"DEU","Germany","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",109.118186364394,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2015_100","2015=100",101.981640039802,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2015_100","2015=100",102.769511384814,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2015_100","2015=100",101.224676005048,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2015_100","2015=100",101.329853777095,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",99.5399971724177,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",99.66909416812,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",101.482286715627,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",102.486604563623,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",101.352122457615,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",101.836872590724,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",100.347762599486,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",99.7997190061298,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",101.905735804976,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",102.037969335912,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",101.450233178158,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",102.120323538401,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",100.399198956623,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",99.897659089478,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",101.478456916866,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",101.015494062029,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",100.194511522962,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",100.238803227987,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",98.5328690613153,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",97.8949322107209,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",99.8858003827261,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",100.234177586485,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",99.3552018490926,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",99.7508813414289,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",98.4272385927037,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",98.6305654350099,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",99.8173455034086,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",100.725080746284,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",100.331432525573,,
"GRC","Greece","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",101.269633609396,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2015_100","2015=100",106.587712805329,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2015_100","2015=100",107.179866765359,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2015_100","2015=100",106.80977054034,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2015_100","2015=100",106.439674315322,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",106.735751295337,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",107.327905255366,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",108.068097705403,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",109.030347890452,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",109.696521095485,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",109.474463360474,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",109.696521095485,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",109.548482605477,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",109.622501850481,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",110.288675055514,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",110.362694300518,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",110.658771280533,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",111.695040710585,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",112.065136935603,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",112.287194670614,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",111.621021465581,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",112.139156180607,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",112.583271650629,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",113.841598815692,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",113.841598815692,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",113.39748334567,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",113.619541080681,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",113.323464100666,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",113.693560325685,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",114.729829755736,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",115.544041450777,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",116.358253145818,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",117.320503330866,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",117.912657290896,,
"HUN","Hungary","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",118.578830495929,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2015_100","2015=100",101.370545726389,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2015_100","2015=100",101.270869673561,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2015_100","2015=100",100.772489409419,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2015_100","2015=100",100.772489409419,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",100.074757039621,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",100.872165462248,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",101.669573884874,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",102.068278096187,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",101.968602043359,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",102.167954149016,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",101.968602043359,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",102.466982307501,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",102.267630201844,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",101.968602043359,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",101.868925990531,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",102.068278096187,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",101.370545726389,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",101.968602043359,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",102.367306254672,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",101.968602043359,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",101.470221779218,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",101.769249937702,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",101.569897832046,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",101.470221779218,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",101.071517567904,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",100.473461250934,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",100.772489409419,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",101.071517567904,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",101.171193620733,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",101.569897832046,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",102.367306254672,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",103.06503862447,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",103.164714677299,,
"IRL","Ireland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",103.364066782955,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2015_100","2015=100",102.6,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2015_100","2015=100",102.6,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2015_100","2015=100",102.4,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2015_100","2015=100",102.3,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",102.4,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",102.5,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",102.8,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",103,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",103,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",103.1,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",103.1,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",103.5,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",102.9,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",102.8,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",102.6,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",102.8,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",102.9,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",102.8,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",102.9,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",103,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",102.8,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",102.9,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",102.7,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",103,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",102.3,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",102.5,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",102.4,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",102.6,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",103.3,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",103.4,,
"ITA","Italy","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",103.7,,
