"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"POL","Poland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",109.320309320309,,
"POL","Poland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",109.401709401709,,
"POL","Poland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",109.483109483109,,
"POL","Poland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",109.56450956451,,
"POL","Poland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",110.948310948311,,
"POL","Poland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",111.518111518112,,
"POL","Poland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",112.657712657713,,
"POL","Poland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",113.553113553114,,
"POL","Poland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",113.878713878714,,
"POL","Poland","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",113.960113960114,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2015_100","2015=100",103.960437916373,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2015_100","2015=100",103.866890141906,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2015_100","2015=100",103.402136836841,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2015_100","2015=100",103.159310698863,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",101.918309903541,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",101.693397169185,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",103.494689422218,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",104.099764388983,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",104.160470923477,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",104.19231697436,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",102.831893488229,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",102.71346598651,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",103.844000792834,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",103.882813167347,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",103.729554047476,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",103.592217953045,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",102.733369768312,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",102.079530536133,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",103.543453687632,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",103.871866087356,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",103.406117593202,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",104.322686745159,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",102.97818628447,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",102.701523717429,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",103.698703185683,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",103.808173985591,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",103.500660556759,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",103.354367760518,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",103.042873575325,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",102.57115394663,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",104.014178127237,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",104.446090192329,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",104.692897086667,,
"PRT","Portugal","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",104.852127341079,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2015_100","2015=100",103.69615090492,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2015_100","2015=100",103.75732857507,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2015_100","2015=100",103.69615090492,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2015_100","2015=100",103.573795564619,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",104.674993627326,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",104.919704307928,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",105.531481009432,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",105.776191690033,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",106.143257710936,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",106.204435381086,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",106.326790721387,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",106.571501401988,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",106.693856742289,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",106.632679072139,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",106.755034412439,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",106.632679072139,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",107.856232475147,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",107.978587815447,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",107.978587815447,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",107.978587815447,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",108.223298496049,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",108.100943155748,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",108.223298496049,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",108.100943155748,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",108.162120825899,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",108.284476166199,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",108.34565383635,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",108.284476166199,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",108.651542187102,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",108.896252867703,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",109.446851899057,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",109.691562579658,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",110.609227631914,,
"SVK","Slovak Republic","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",111.221004333418,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2015_100","2015=100",103.818162614756,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2015_100","2015=100",104.77821291261,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2015_100","2015=100",104.663445985112,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2015_100","2015=100",104.193400569011,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",102.862104210033,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",103.112595503964,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",103.487833458219,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",104.530715538527,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",104.734302088176,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",104.611551374417,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",103.962868740732,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",103.904986290342,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",103.904986290342,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",104.91293930576,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",105.090578550061,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",105.014732580584,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",103.990811992645,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",103.867063305604,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",103.468871965849,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",103.781237603301,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",103.775249763605,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",104.254276939249,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",103.318178000178,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",103.36508274446,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",103.520766576544,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",104.063664042274,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",104.23531544688,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",104.455867542333,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",104.465847275159,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",103.850097759799,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",104.857052801935,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",106.095537645631,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",106.594524286927,,
"ESP","Spain","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",107.102492687767,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units","2015_100","2015=100",105.678762815313,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units","2015_100","2015=100",105.544725609351,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units","2015_100","2015=100",105.442602023855,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units","2015_100","2015=100",105.911732244724,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",104.855391407258,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",105.640466470752,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",105.88620134835,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",106.626597343191,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",106.894671755116,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",106.741486376873,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",107.165937529088,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",106.715955480499,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",107.213807959789,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",107.242530218209,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",107.344653803705,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",107.765913593873,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",106.214911639163,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",106.741486376873,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",106.562770102257,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",106.240442535537,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",106.881906306929,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",107.497839181948,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",107.730808611359,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",107.571240509022,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",107.635067749957,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",107.539326888555,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",107.548900974695,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",108.295679693629,,
"SWE","Sweden","CPALTT01","Consumer Price Index > All items > Total > Total","IXOB","Index 2015=100","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",107.896759437788,,
